item_id,coverage_id,areaperil_id,vulnerability_id,group_id
1,21,1,6,1
2,21,1,8,2
3,21,1,9,3
4,21,1,10,4
5,21,1,100009,5
6,21,1,300007,6
7,21,1,500009,7
8,21,1,500010,8
9,21,1,500011,9
10,21,1,600009,10
11,21,2,6,11
12,21,2,8,12
13,21,2,9,13
14,21,2,10,14
15,21,2,100009,15
16,21,2,300007,16
17,21,2,500009,17
18,21,2,500010,18
19,21,2,500011,19
20,21,2,600009,20
21,21,100001,6,21
22,21,100001,8,22
23,21,100001,9,23
24,21,100001,10,24
25,21,100001,100009,25
26,21,100001,300007,26
27,21,100001,500009,27
28,21,100001,500010,28
29,21,100001,500011,29
30,21,100001,600009,30
31,21,200001,6,31
32,21,200001,8,32
33,21,200001,9,33
34,21,200001,10,34
35,21,200001,100009,35
36,21,200001,300007,36
37,21,200001,500009,37
38,21,200001,500010,38
39,21,200001,500011,39
40,21,200001,600009,40
41,21,400001,6,41
42,21,400001,8,42
43,21,400001,9,43
44,21,400001,10,44
45,21,400001,100009,45
46,21,400001,300007,46
47,21,400001,500009,47
48,21,400001,500010,48
49,21,400001,500011,49
50,21,400001,600009,50
51,21,400002,6,51
52,21,400002,8,52
53,21,400002,9,53
54,21,400002,10,54
55,21,400002,100009,55
56,21,400002,300007,56
57,21,400002,500009,57
58,21,400002,500010,58
59,21,400002,500011,59
60,21,400002,600009,60
61,21,600001,6,61
62,21,600001,8,62
63,21,600001,9,63
64,21,600001,10,64
65,21,600001,100009,65
66,21,600001,300007,66
67,21,600001,500009,67
68,21,600001,500010,68
69,21,600001,500011,69
70,21,600001,600009,70
71,21,700001,6,71
72,21,700001,8,72
73,21,700001,9,73
74,21,700001,10,74
75,21,700001,100009,75
76,21,700001,300007,76
77,21,700001,500009,77
78,21,700001,500010,78
79,21,700001,500011,79
80,21,700001,600009,80
