summary_id,type,return_period,loss
1,1,10000.000000,25653.431641
1,1,7500.000000,24454.109375
1,1,5000.000000,23254.785156
1,1,1000.000000,13523.583984
1,1,500.000000,6776.996094
1,1,250.000000,3227.439941
1,1,200.000000,1737.546387
1,1,100.000000,0.000000
1,1,50.000000,0.000000
1,1,25.000000,0.000000
1,1,20.000000,0.000000
1,1,10.000000,0.000000
1,1,5.000000,0.000000
1,1,2.000000,0.000000
1,2,10000.000000,37070.660156
1,2,7500.000000,36398.519531
1,2,5000.000000,35726.378906
1,2,1000.000000,27021.304688
1,2,500.000000,18810.900391
1,2,250.000000,9629.294922
1,2,200.000000,8953.581055
1,2,100.000000,3985.466553
1,2,50.000000,0.000000
1,2,25.000000,0.000000
1,2,20.000000,0.000000
1,2,10.000000,0.000000
1,2,5.000000,0.000000
1,2,2.000000,0.000000
