event_id,summary_id,sidx,loss
1600095,1,-1,1618.87
1600095,6,-1,168.96
1600095,7,-1,357.70
1600095,7,2,8282.34
1600095,7,5,7277.76
1600095,8,-1,225.72
500171,2,-1,8328.89
500171,2,6,40495.49
500171,2,7,65929.20
500171,2,8,39990.38
500171,12,-1,26446.43
500171,12,1,66493.00
500171,12,4,74037.21
500171,12,7,86383.94
500171,13,-1,12700.54
500171,13,1,19355.74
500171,13,2,49331.49
500171,13,4,14417.86
500171,14,-1,6744.67
500171,14,4,77386.31
500171,14,8,7909.77
500171,15,-1,17197.70
500171,15,3,81566.34
500171,15,6,8273.62
500171,16,-1,18541.34
500171,16,2,25286.56
500171,16,4,16781.20
500171,16,6,92208.82
500171,16,7,36660.77
500171,16,9,22650.56
500171,17,-1,9133.90
500171,18,-1,49797.88
500171,18,1,90266.46
500171,18,2,66203.73
500171,18,3,226902.78
500171,18,4,110609.41
500171,18,5,38836.88
500171,18,10,29856.16
500153,18,-1,296.22
165,3,-1,17041.65
165,3,1,20549.62
165,3,3,23206.16
165,3,5,31985.64
165,3,6,43751.46
165,4,-1,5660.87
165,4,6,27395.86
165,5,-1,8831.49
165,5,2,17602.49
165,5,4,21551.36
165,5,6,35529.75
165,6,-1,304.13
165,7,-1,643.86
165,7,4,6930.05
165,8,-1,406.29
165,19,-1,338.25
165,20,-1,13948.83
165,20,4,135958.56
1300090,18,-1,19899.16
1300090,18,2,8355.85
1300090,18,4,73320.51
1300090,18,9,81077.06
1300090,18,10,37119.87
200122,2,-1,9642.77
200122,2,1,56827.45
200122,2,2,406.27
200122,2,8,51619.34
200122,12,-1,30899.57
200122,12,3,128570.79
200122,12,4,44720.28
200122,12,8,45621.88
200122,13,-1,14830.98
200122,13,2,26531.87
200122,13,3,68562.28
200122,13,5,25313.06
200122,13,6,25747.43
200122,13,9,26644.02
200122,14,-1,9061.15
200122,14,2,49380.96
200122,14,6,98496.59
200122,14,7,38782.95
200122,15,-1,22933.08
200122,15,2,78716.56
200122,15,7,11785.25
200122,15,9,7475.70
200122,16,-1,23157.84
200122,16,2,77141.76
200122,16,3,44933.72
200122,16,6,67233.83
200122,16,8,74086.13
200122,17,-1,11408.71
200122,17,3,30663.47
200122,17,5,9021.75
200122,18,-1,31787.62
200122,18,2,61986.52
200122,18,4,57304.36
200122,18,8,136216.16
200122,18,9,90529.88
200122,18,10,36219.47
1800056,1,-1,13145.26
1800056,1,1,42919.11
1800056,1,8,38786.09
1800056,1,10,26532.76
1800056,2,-1,9586.91
1800056,2,1,44768.50
1800056,2,5,22985.27
1800056,2,7,28162.27
1800056,3,-1,38828.46
1800056,3,1,31695.64
1800056,3,2,57781.96
1800056,3,3,63721.57
1800056,3,4,63164.79
1800056,3,5,31149.10
1800056,3,8,38328.17
1800056,4,-1,12897.21
1800056,4,1,72364.25
1800056,4,4,34953.49
1800056,4,6,58254.62
1800056,4,7,77055.69
1800056,5,-1,20093.55
1800056,5,2,34224.81
1800056,5,3,140292.77
1800056,5,5,50024.64
1800056,5,6,83067.23
1800056,6,-1,4040.56
1800056,6,2,6770.87
1800056,6,3,5043.17
1800056,6,5,23258.10
1800056,6,8,15423.19
1800056,6,10,1352.10
1800056,7,-1,9195.70
1800056,7,1,26686.61
1800056,7,3,23427.93
1800056,7,4,23566.04
1800056,7,6,27860.43
1800056,7,9,18091.36
1800056,7,10,24329.76
1800056,8,-1,5397.81
1800056,8,3,2967.46
1800056,8,6,20248.08
1800056,8,9,17293.05
1800056,9,-1,14613.24
1800056,9,2,29547.13
1800056,9,3,15582.88
1800056,9,5,30402.72
1800056,9,7,31903.78
1800056,10,-1,13402.78
1800056,10,4,56925.28
1800056,10,8,50176.64
1800056,10,9,15521.56
1800056,10,10,38874.68
1800056,11,-1,10945.59
1800056,11,7,8133.65
1800056,12,-1,30607.79
1800056,12,2,35606.34
1800056,12,3,68228.34
1800056,12,5,12549.07
1800056,12,8,160261.20
1800056,12,9,102299.71
1800056,13,-1,14691.53
1800056,13,1,48324.76
1800056,13,2,14327.38
1800056,13,4,14682.50
1800056,13,5,22602.29
1800056,13,6,42059.36
1800056,13,7,46772.87
1800056,13,10,55143.76
1800056,14,-1,8868.07
1800056,14,5,95030.12
1800056,14,8,28306.48
