event_id,item_id,sidx,loss
1600095,1,-2,0.00
1600095,1,-1,0.00
1600095,90,-2,0.00
1600095,90,-1,0.00
1600095,2,-2,3017.08
1600095,2,-1,809.44
1600095,91,-2,3017.08
1600095,91,-1,809.44
1600095,3,-2,0.00
1600095,3,-1,0.00
1600095,92,-2,0.00
1600095,92,-1,0.00
1600095,27,-2,0.00
1600095,27,-1,0.00
1600095,116,-2,0.00
1600095,116,-1,0.00
1600095,28,-2,506.34
1600095,28,-1,84.48
1600095,117,-2,506.34
1600095,117,-1,84.48
1600095,29,-2,345.18
1600095,29,-1,54.37
1600095,29,2,2600.42
1600095,29,5,2265.29
1600095,118,-2,345.18
1600095,118,-1,54.37
1600095,118,2,2600.42
1600095,118,5,2265.29
1600095,30,-2,345.18
1600095,30,-1,54.37
1600095,119,-2,345.18
1600095,119,-1,54.37
1600095,31,-2,210.12
1600095,31,-1,35.06
1600095,31,2,1540.76
1600095,31,5,1373.59
1600095,120,-2,210.12
1600095,120,-1,35.06
1600095,120,2,1540.76
1600095,120,5,1373.59
1600095,32,-2,210.12
1600095,32,-1,35.06
1600095,121,-2,210.12
1600095,121,-1,35.06
1600095,33,-2,0.00
1600095,33,-1,0.00
1600095,122,-2,0.00
1600095,122,-1,0.00
1600095,34,-2,676.43
1600095,34,-1,112.86
1600095,123,-2,676.43
1600095,123,-1,112.86
500171,4,-2,8300.57
500171,4,-1,3958.17
500171,4,6,19368.12
500171,4,7,31580.00
500171,4,8,19123.16
500171,93,-2,8300.57
500171,93,-1,3958.17
500171,93,6,19368.12
500171,93,7,31580.00
500171,93,8,19123.16
500171,5,-2,362.41
500171,5,-1,206.28
500171,5,6,879.62
500171,5,7,1384.60
500171,5,8,872.02
500171,94,-2,362.41
500171,94,-1,206.28
500171,94,6,879.62
500171,94,7,1384.60
500171,94,8,872.02
500171,6,-2,0.00
500171,6,-1,0.00
500171,95,-2,0.00
500171,95,-1,0.00
500171,45,-2,7270.39
500171,45,-1,3090.58
500171,45,1,25051.28
500171,134,-2,7270.39
500171,134,-1,3090.58
500171,134,1,25051.28
500171,46,-2,7270.39
500171,46,-1,3090.58
500171,46,4,28353.23
500171,46,7,15118.75
500171,135,-2,7270.39
500171,135,-1,3090.58
500171,135,4,28353.23
500171,135,7,15118.75
500171,47,-2,7270.39
500171,47,-1,3090.58
500171,47,7,14742.12
500171,136,-2,7270.39
500171,136,-1,3090.58
500171,136,7,14742.12
500171,48,-2,2738.01
500171,48,-1,1317.16
500171,48,1,8195.22
500171,137,-2,2738.01
500171,137,-1,1317.16
500171,137,1,8195.22
500171,49,-2,2738.01
500171,49,-1,1317.16
500171,49,4,8665.38
500171,49,7,6695.99
500171,138,-2,2738.01
500171,138,-1,1317.16
500171,138,4,8665.38
500171,138,7,6695.99
500171,50,-2,2738.01
