event_id,exposure_value,summary_id,sidx,loss
1600095,212133.97,1,-1,2371.25
1600095,212133.97,1,2,8282.34
1600095,212133.97,1,5,7277.76
500171,2745684.50,1,-1,148891.30
500171,2745684.50,1,1,176115.19
500171,2745684.50,1,2,140821.78
500171,2745684.50,1,3,308469.12
500171,2745684.50,1,4,293232.03
500171,2745684.50,1,5,38836.88
500171,2745684.50,1,6,140977.94
500171,2745684.50,1,7,188973.92
500171,2745684.50,1,8,47900.14
500171,2745684.50,1,9,22650.57
500171,2745684.50,1,10,29856.16
500153,929730.00,1,-1,296.22
165,1506171.62,1,-1,47175.39
165,1506171.62,1,1,20549.62
165,1506171.62,1,2,17602.49
165,1506171.62,1,3,23206.16
165,1506171.62,1,4,164439.97
165,1506171.62,1,5,31985.64
165,1506171.62,1,6,106677.07
1300090,929730.00,1,-1,19899.16
1300090,929730.00,1,2,8355.86
1300090,929730.00,1,4,73320.51
1300090,929730.00,1,9,81077.06
1300090,929730.00,1,10,37119.87
200122,2745684.50,1,-1,153721.72
200122,2745684.50,1,1,56827.45
200122,2745684.50,1,2,294163.94
200122,2745684.50,1,3,272730.25
200122,2745684.50,1,4,102024.64
200122,2745684.50,1,5,34334.81
200122,2745684.50,1,6,191477.84
200122,2745684.50,1,7,50568.20
200122,2745684.50,1,8,307543.50
200122,2745684.50,1,9,124649.59
200122,2745684.50,1,10,36219.47
1800056,4803596.50,1,-1,347835.69
1800056,4803596.50,1,1,305769.97
1800056,4803596.50,1,2,178258.50
1800056,4803596.50,1,3,369977.06
1800056,4803596.50,1,4,432919.94
1800056,4803596.50,1,5,494207.47
1800056,4803596.50,1,6,231489.70
1800056,4803596.50,1,7,288378.72
1800056,4803596.50,1,8,395914.31
1800056,4803596.50,1,9,608145.88
1800056,4803596.50,1,10,157520.89
1500076,1815954.38,1,-1,26096.48
1500076,1815954.38,1,1,13603.54
1500076,1815954.38,1,3,30850.48
1500076,1815954.38,1,4,25075.80
1500076,1815954.38,1,5,54707.01
1500076,1815954.38,1,8,11762.99
1500076,1815954.38,1,9,11723.87
1500076,1815954.38,1,10,98560.91
300055,1815954.38,1,-1,39522.80
300055,1815954.38,1,1,39435.33
300055,1815954.38,1,5,18932.12
300055,1815954.38,1,7,7138.16
300055,1815954.38,1,8,48783.82
300055,1815954.38,1,10,86878.97
1000068,4101721.50,1,-1,147539.30
1000068,4101721.50,1,1,226867.78
1000068,4101721.50,1,2,155417.88
1000068,4101721.50,1,3,251730.47
1000068,4101721.50,1,4,50665.54
1000068,4101721.50,1,5,95564.39
1000068,4101721.50,1,6,170645.67
1000068,4101721.50,1,7,63027.00
1000068,4101721.50,1,8,68684.13
1000068,4101721.50,1,9,121651.03
1000068,4101721.50,1,10,258927.09
1400040,4803596.50,1,-1,294425.12
1400040,4803596.50,1,1,312650.25
1400040,4803596.50,1,2,107531.11
1400040,4803596.50,1,3,537538.50
1400040,4803596.50,1,4,51653.23
1400040,4803596.50,1,5,151777.23
1400040,4803596.50,1,6,136931.81
1400040,4803596.50,1,7,318542.81
1400040,4803596.50,1,8,275639.44
1400040,4803596.50,1,9,205295.20
1400040,4803596.50,1,10,184906.16
1800190,929730.00,1,-1,592.46
163,929730.00,1,-1,296.22
1000112,1815954.38,1,-1,3997.07
1000112,1815954.38,1,9,11880.98
2000179,582500.00,1,-1,330.68
500228,2745684.50,1,-1,100290.28
500228,2745684.50,1,1,95403.08
500228,2745684.50,1,2,200109.45
500228,2745684.50,1,3,94420.00
500228,2745684.50,1,4,176809.61
500228,2745684.50,1,5,84543.42
500228,2745684.50,1,7,161194.95
500228,2745684.50,1,8,155132.83
500228,2745684.50,1,9,102780.29
500228,2745684.50,1,10,52431.46
1100122,1568171.75,1,-1,91841.66
1100122,1568171.75,1,1,10915.28
1100122,1568171.75,1,2,96098.48
1100122,1568171.75,1,3,442289.06
1100122,1568171.75,1,4,109758.85
1100122,1568171.75,1,5,101155.70
1100122,1568171.75,1,6,97737.82
1100122,1568171.75,1,7,55028.60
1100122,1568171.75,1,8,68693.28
1100122,1568171.75,1,9,32647.46
1100122,1568171.75,1,10,30143.58
2000181,575313.50,1,-1,384.68
600024,2745684.50,1,-1,90784.99
600024,2745684.50,1,1,151453.38
600024,2745684.50,1,2,113207.02
600024,2745684.50,1,3,13981.51
600024,2745684.50,1,4,118585.58
600024,2745684.50,1,5,149019.69
600024,2745684.50,1,6,29096.88
600024,2745684.50,1,7,238914.44
600024,2745684.50,1,8,144788.11
600024,2745684.50,1,9,92106.74
600024,2745684.50,1,10,330516.03
1400006,1506171.62,1,-1,83527.05
1400006,1506171.62,1,1,80599.66
1400006,1506171.62,1,2,54710.75
1400006,1506171.62,1,3,6768.69
1400006,1506171.62,1,4,66078.66
1400006,1506171.62,1,5,51355.12
1400006,1506171.62,1,6,100875.27
1400006,1506171.62,1,7,283733.34
1400006,1506171.62,1,8,60661.34
1400006,1506171.62,1,9,98443.22
1400006,1506171.62,1,10,113969.52
1800288,489741.41,1,-1,55123.58
1800288,489741.41,1,1,144391.28
1800288,489741.41,1,2,22164.15
1800288,489741.41,1,6,70648.66
1800288,489741.41,1,8,29687.25
1800288,489741.41,1,9,49440.06
1800288,489741.41,1,10,28195.96
1200148,3328184.50,1,-1,117632.84
1200148,3328184.50,1,1,37246.12
1200148,3328184.50,1,2,478403.72
1200148,3328184.50,1,3,299686.03
1200148,3328184.50,1,4,143879.48
1200148,3328184.50,1,5,325626.53
1200148,3328184.50,1,6,77519.83
1200148,3328184.50,1,7,23161.22
1200148,3328184.50,1,8,78598.34
1200148,3328184.50,1,9,278501.97
1200148,3328184.50,1,10,164771.86
500097,2305695.50,1,-1,147707.05
500097,2305695.50,1,2,243101.25
500097,2305695.50,1,3,197651.67
500097,2305695.50,1,4,94313.96
500097,2305695.50,1,5,214306.19
500097,2305695.50,1,6,104795.55
500097,2305695.50,1,7,129669.76
500097,2305695.50,1,8,64182.68
500097,2305695.50,1,9,201662.23
300229,639875.38,1,-1,66826.42
300229,639875.38,1,1,52082.79
300229,639875.38,1,2,67992.65
300229,639875.38,1,3,51431.53
300229,639875.38,1,6,72523.36
300229,639875.38,1,7,84287.06
300229,639875.38,1,8,113703.56
300229,639875.38,1,9,154245.94
1300265,1568171.75,1,-1,100739.51
1300265,1568171.75,1,1,11703.05
1300265,1568171.75,1,2,96940.66
1300265,1568171.75,1,3,30603.36
1300265,1568171.75,1,4,24729.34
1300265,1568171.75,1,5,68579.23
1300265,1568171.75,1,6,70820.08
1300265,1568171.75,1,7,78217.91
1300265,1568171.75,1,8,72909.03
1300265,1568171.75,1,9,91064.68
1300265,1568171.75,1,10,70369.89
1700189,1506171.62,1,-1,48824.36
1700189,1506171.62,1,1,117954.00
1700189,1506171.62,1,2,64854.23
1700189,1506171.62,1,3,44152.90
1700189,1506171.62,1,5,558301.81
1700189,1506171.62,1,6,37624.54
1700189,1506171.62,1,8,19420.76
1700189,1506171.62,1,9,72532.12
1700189,1506171.62,1,10,4086.74
1400019,3873866.50,1,-1,292477.34
1400019,3873866.50,1,1,131361.27
1400019,3873866.50,1,2,246457.03
1400019,3873866.50,1,3,174371.56
1400019,3873866.50,1,4,187776.69
1400019,3873866.50,1,5,243835.45
1400019,3873866.50,1,6,340010.25
1400019,3873866.50,1,7,591224.00
1400019,3873866.50,1,8,381829.12
1400019,3873866.50,1,9,332550.62
1400019,3873866.50,1,10,172608.22
1900157,2057913.00,1,-1,136965.30
1900157,2057913.00,1,1,57690.07
1900157,2057913.00,1,2,44109.25
1900157,2057913.00,1,3,145014.84
1900157,2057913.00,1,4,79247.07
1900157,2057913.00,1,5,112796.80
1900157,2057913.00,1,6,147586.86
1900157,2057913.00,1,7,178581.52
1900157,2057913.00,1,8,66925.95
1900157,2057913.00,1,9,94106.91
