summary_id,sidx,return_period,loss
1,1,10.000000,21298.771484
1,2,10.000000,15665.952148
1,2,5.000000,6648.375488
1,3,10.000000,7204.436035
1,4,10.000000,9646.733398
1,5,10.000000,23843.419922
1,6,10.000000,24913.939453
1,7,10.000000,14629.734375
1,8,10.000000,22024.810547
1,8,5.000000,13395.230469
1,9,10.000000,7025.959473
1,10,10.000000,9490.677734
1,12,10.000000,6306.780762
1,13,10.000000,14706.186523
1,18,10.000000,10431.054688
1,19,10.000000,16896.324219
1,20,10.000000,166.796707
1,21,10.000000,39915.570312
1,22,10.000000,22017.167969
1,22,5.000000,20948.861328
1,24,10.000000,25159.710938
1,25,10.000000,21333.039062
1,26,10.000000,2021.176270
1,27,10.000000,14438.342773
1,28,10.000000,13994.995117
1,29,10.000000,22980.554688
1,29,5.000000,21651.421875
1,31,10.000000,23627.960938
1,31,5.000000,1581.530518
1,32,10.000000,17343.580078
1,34,10.000000,14898.066406
1,34,5.000000,11353.548828
1,38,10.000000,17291.826172
1,38,5.000000,10443.374023
1,39,10.000000,23832.339844
1,40,10.000000,10487.013672
1,41,10.000000,19464.830078
1,42,10.000000,16945.208984
1,42,5.000000,10898.204102
1,43,10.000000,37384.074219
1,44,10.000000,17741.431641
1,44,5.000000,8936.853516
1,45,10.000000,2048.978027
1,46,10.000000,34599.410156
1,48,10.000000,18087.267578
1,49,10.000000,4433.727051
1,50,10.000000,9297.795898
1,51,10.000000,25398.837891
1,54,10.000000,18302.541016
1,55,10.000000,17831.578125
1,55,5.000000,788.479553
1,56,10.000000,18029.468750
1,57,10.000000,14457.517578
1,58,10.000000,15341.851562
1,60,10.000000,19248.386719
1,60,5.000000,12379.753906
1,62,10.000000,5986.120605
1,63,10.000000,16815.191406
1,64,10.000000,14354.941406
1,65,10.000000,9826.606445
1,67,10.000000,13594.078125
1,68,10.000000,11456.341797
1,69,10.000000,20413.214844
1,72,10.000000,18200.351562
1,74,10.000000,31460.681641
1,78,10.000000,16477.859375
1,81,10.000000,7002.011230
1,82,10.000000,14541.223633
1,84,10.000000,27743.458984
1,84,5.000000,21246.228516
1,85,10.000000,22366.671875
1,86,10.000000,14433.084961
1,86,5.000000,13050.940430
1,87,10.000000,7671.634766
1,88,10.000000,15198.282227
1,89,10.000000,5024.537109
1,90,10.000000,16722.093750
1,91,10.000000,18341.669922
1,94,10.000000,24612.634766
1,95,10.000000,22929.726562
1,95,5.000000,9317.967773
1,96,10.000000,10384.007812
1,97,10.000000,11166.898438
1,98,10.000000,22394.574219
1,99,10.000000,13482.456055
1,100,10.000000,10481.458984
2,1,10.000000,370.304565
2,2,10.000000,26931.242188
2,5,10.000000,32176.109375
2,6,10.000000,9665.252930
2,9,10.000000,25915.933594
2,9,5.000000,4763.877441
2,10,10.000000,11149.760742
2,10,5.000000,183.857803
2,11,10.000000,8799.059570
2,12,10.000000,15894.009766
2,14,10.000000,8335.359375
2,16,10.000000,5449.052246
2,18,10.000000,31158.904297
2,18,5.000000,13666.226562
2,19,10.000000,26931.367188
2,20,10.000000,7372.998047
2,21,10.000000,37389.394531
2,23,10.000000,19850.958984
2,23,5.000000,2132.831543
2,25,10.000000,11052.607422
2,26,10.000000,3179.688232
2,27,10.000000,8411.948242
2,29,10.000000,13962.690430
2,30,10.000000,10174.512695
2,31,10.000000,35320.722656
2,31,5.000000,23.938128
2,32,10.000000,32185.212891
2,32,5.000000,8776.103516
2,33,10.000000,3567.746826
2,34,10.000000,31189.486328
2,35,10.000000,22738.966797
2,38,10.000000,12810.979492
2,39,10.000000,31553.037109
2,41,10.000000,18150.832031
2,41,5.000000,13319.892578
2,42,10.000000,194.055099
2,45,10.000000,8549.169922
2,47,10.000000,14846.536133
2,48,10.000000,8947.256836
2,48,5.000000,4814.553711
2,49,10.000000,40728.242188
2,50,10.000000,304.830658
2,51,10.000000,240.782837
2,52,10.000000,24787.593750
2,52,5.000000,665.803528
2,54,10.000000,9695.041016
2,54,5.000000,4301.567871
2,55,10.000000,1721.007568
2,57,10.000000,18306.822266
2,58,10.000000,7968.973633
2,59,10.000000,5955.313965
2,61,10.000000,8461.230469
2,62,10.000000,14954.870117
2,63,10.000000,21744.978516
2,65,10.000000,43.100460
2,67,10.000000,28729.447266
2,67,5.000000,23296.232422
2,68,10.000000,295.106323
2,69,10.000000,26496.388672
2,70,10.000000,6830.360840
2,70,5.000000,1247.495361
2,71,10.000000,32251.378906
2,73,10.000000,25918.210938
2,74,10.000000,29848.367188
2,75,10.000000,34452.796875
2,75,5.000000,6816.063477
2,77,10.000000,10632.707031
2,79,10.000000,16062.586914
2,80,10.000000,12719.771484
2,82,10.000000,9346.157227
2,84,10.000000,9603.854492
2,85,10.000000,1087.645630
2,85,5.000000,14.770514
2,86,10.000000,30203.783203
2,87,10.000000,21811.513672
2,88,10.000000,16624.400391
2,89,10.000000,17406.720703
2,90,10.000000,18361.636719
2,91,10.000000,25656.062500
2,92,10.000000,7111.190918
2,94,10.000000,6314.624512
2,95,10.000000,16432.224609
2,95,5.000000,11908.752930
2,97,10.000000,23548.722656
2,97,5.000000,10160.423828
2,98,10.000000,7303.162598
2,99,10.000000,7548.170898
2,100,10.000000,31533.699219
3,1,10.000000,16789.585938
3,1,5.000000,15775.699219
3,2,10.000000,39380.144531
3,2,5.000000,12644.480469
3,3,10.000000,25088.195312
3,4,10.000000,57041.945312
3,5,10.000000,39265.316406
3,5,5.000000,18622.037109
3,6,10.000000,17944.476562
3,6,5.000000,5350.761719
3,7,10.000000,55448.289062
3,7,5.000000,30557.564453
3,8,10.000000,65505.367188
3,8,5.000000,23160.398438
3,9,10.000000,27850.285156
3,10,10.000000,30121.373047
3,10,5.000000,28326.181641
3,11,10.000000,43645.570312
3,11,5.000000,38037.953125
3,12,10.000000,28212.072266
3,12,5.000000,27672.470703
3,13,10.000000,36646.328125
3,13,5.000000,10410.394531
3,14,10.000000,34227.140625
3,16,10.000000,23379.316406
3,17,10.000000,30833.107422
3,17,5.000000,22114.843750
3,18,10.000000,40945.312500
3,18,5.000000,26236.611328
3,19,10.000000,45562.527344
3,19,5.000000,39023.988281
3,20,10.000000,15611.787109
3,20,5.000000,4145.784668
3,21,10.000000,25751.832031
3,21,5.000000,10509.189453
3,22,10.000000,39576.093750
3,22,5.000000,19141.941406
3,23,10.000000,45034.527344
3,23,5.000000,17288.144531
3,24,10.000000,24535.890625
3,25,10.000000,19816.585938
3,25,5.000000,16467.019531
3,26,10.000000,24502.343750
3,26,5.000000,10725.148438
3,27,10.000000,60806.542969
3,27,5.000000,22552.960938
3,28,10.000000,20513.292969
3,28,5.000000,20304.320312
3,29,10.000000,11490.970703
3,30,10.000000,16519.724609
3,30,5.000000,13278.693359
3,31,10.000000,35564.800781
3,31,5.000000,17650.875000
3,32,10.000000,55311.500000
3,32,5.000000,27693.925781
3,33,10.000000,48658.441406
3,33,5.000000,6015.788086
3,34,10.000000,34616.937500
3,35,10.000000,36893.398438
3,35,5.000000,20307.068359
3,36,10.000000,30571.748047
3,36,5.000000,21880.802734
3,37,10.000000,38418.671875
3,37,5.000000,14913.552734
3,38,10.000000,27841.484375
3,39,10.000000,12939.812500
3,40,10.000000,17705.089844
3,40,5.000000,17483.972656
3,41,10.000000,31247.152344
3,41,5.000000,24566.783203
3,42,10.000000,21426.941406
3,42,5.000000,12721.822266
3,43,10.000000,35995.546875
3,44,10.000000,38064.039062
3,44,5.000000,13202.705078
3,45,10.000000,19039.240234
3,45,5.000000,17847.101562
3,46,10.000000,24782.148438
3,46,5.000000,3281.581055
3,47,10.000000,12894.505859
3,48,10.000000,73842.062500
3,48,5.000000,20992.255859
3,49,10.000000,33368.496094
3,49,5.000000,18763.421875
3,50,10.000000,18168.203125
3,50,5.000000,15944.125000
3,51,10.000000,35493.953125
3,51,5.000000,24810.007812
3,52,10.000000,69075.281250
3,52,5.000000,19800.673828
3,53,10.000000,30517.548828
3,53,5.000000,15353.576172
3,54,10.000000,16043.400391
3,54,5.000000,8229.080078
3,55,10.000000,26864.285156
3,55,5.000000,11018.871094
3,56,10.000000,38428.871094
3,56,5.000000,19891.478516
3,57,10.000000,30346.740234
3,57,5.000000,30168.482422
3,58,10.000000,42095.570312
3,58,5.000000,12672.580078
3,59,10.000000,35616.734375
3,59,5.000000,3630.531982
3,60,10.000000,30777.052734
3,60,5.000000,17618.642578
3,61,10.000000,19708.414062
3,61,5.000000,13263.757812
3,62,10.000000,18942.962891
3,62,5.000000,3664.700439
3,63,10.000000,41736.417969
3,63,5.000000,25865.800781
3,64,10.000000,27947.845703
3,64,5.000000,21197.525391
3,65,10.000000,37806.511719
3,65,5.000000,27295.199219
3,66,10.000000,62001.781250
3,66,5.000000,21728.148438
3,67,10.000000,38747.621094
3,67,5.000000,14433.926758
3,68,10.000000,42207.253906
3,68,5.000000,22365.867188
3,69,10.000000,27572.757812
3,69,5.000000,24856.648438
3,70,10.000000,42291.242188
3,70,5.000000,40535.710938
3,71,10.000000,33227.343750
3,71,5.000000,10773.834961
3,72,10.000000,29466.992188
3,72,5.000000,22011.345703
3,73,10.000000,72620.828125
3,73,5.000000,34367.691406
3,74,10.000000,16474.035156
3,74,5.000000,8164.921875
3,75,10.000000,13724.121094
3,75,5.000000,8516.166016
3,76,10.000000,28413.728516
3,76,5.000000,11541.269531
3,77,10.000000,49561.410156
3,77,5.000000,9642.349609
3,78,10.000000,39777.480469
3,78,5.000000,14963.659180
3,79,10.000000,15764.662109
3,79,5.000000,11462.317383
3,80,10.000000,30514.632812
3,80,5.000000,6845.177734
3,81,10.000000,31602.503906
3,81,5.000000,13840.634766
3,82,10.000000,24697.431641
3,82,5.000000,23131.156250
3,83,10.000000,22993.826172
3,83,5.000000,13286.828125
3,84,10.000000,46277.902344
3,84,5.000000,16346.227539
3,86,10.000000,35869.000000
3,86,5.000000,17112.660156
3,87,10.000000,32473.781250
3,87,5.000000,13568.443359
3,88,10.000000,15252.130859
3,88,5.000000,14858.224609
3,89,10.000000,30373.281250
3,89,5.000000,14788.548828
3,90,10.000000,29808.087891
3,90,5.000000,20297.425781
3,91,10.000000,62342.578125
3,91,5.000000,20085.871094
3,92,10.000000,50141.480469
3,92,5.000000,28194.417969
3,93,10.000000,16556.484375
3,93,5.000000,12425.626953
3,94,10.000000,37078.125000
3,94,5.000000,12052.265625
3,95,10.000000,23485.564453
3,95,5.000000,6070.526367
3,96,10.000000,20896.130859
3,97,10.000000,33507.824219
3,97,5.000000,14588.230469
3,98,10.000000,28179.257812
3,98,5.000000,25835.230469
3,99,10.000000,33078.664062
3,99,5.000000,23606.246094
3,100,10.000000,28285.482422
3,100,5.000000,23712.802734
4,1,10.000000,14908.379883
4,1,5.000000,3692.202637
4,3,10.000000,16536.199219
4,4,10.000000,23885.929688
4,6,10.000000,4693.026367
4,7,10.000000,13025.878906
4,8,10.000000,20356.953125
4,8,5.000000,11534.335938
4,9,10.000000,11442.086914
4,10,10.000000,18317.828125
4,10,5.000000,18138.314453
4,11,10.000000,9818.802734
4,11,5.000000,7538.543945
4,12,10.000000,15535.211914
4,12,5.000000,7536.481445
4,13,10.000000,14726.058594
4,14,10.000000,28708.447266
4,14,5.000000,7236.726074
4,15,10.000000,8524.076172
4,16,10.000000,14002.578125
4,16,5.000000,6437.300781
4,17,10.000000,2855.137207
4,18,10.000000,14871.789062
4,19,10.000000,12889.800781
4,19,5.000000,9242.983398
4,20,10.000000,20089.150391
4,21,10.000000,10579.445312
4,22,10.000000,45184.117188
4,22,5.000000,25147.283203
4,23,10.000000,16491.494141
4,24,10.000000,9841.910156
4,25,10.000000,25475.656250
4,25,5.000000,9223.687500
4,26,10.000000,15576.375000
4,26,5.000000,11273.738281
4,27,10.000000,21286.070312
4,28,10.000000,28852.320312
4,29,10.000000,27462.578125
4,30,10.000000,19119.437500
