event_id,item_id,sidx,loss
1600095,27,-1,0
1600095,27,-2,0
1600095,29,-1,54.3243953
1600095,29,-2,690.36
1600095,29,2,2496.097504
1600095,29,5,2186.124021
1600095,30,-1,54.3243953
1600095,30,-2,690.36
1600095,33,-1,0
1600095,33,-2,0
1600095,116,-1,0
1600095,116,-2,0
1600095,118,-1,54.3243953
1600095,118,-2,690.36
1600095,118,2,2496.097504
1600095,118,5,2186.124021
1600095,119,-1,54.3243953
1600095,119,-2,690.36
1600095,122,-1,0
1600095,122,-2,0
1600095,28,-1,84.34758056
1600095,28,-2,1012.68
1600095,31,-1,35.00504142
1600095,31,-2,420.24
1600095,31,2,1434.619368
1600095,31,5,1289.232069
1600095,32,-1,35.00504142
1600095,32,-2,420.24
1600095,34,-1,112.683092
1600095,34,-2,1352.86
1600095,117,-1,84.34758056
1600095,117,-2,1012.68
1600095,120,-1,35.00504142
1600095,120,-2,420.24
1600095,120,2,1434.619368
1600095,120,5,1289.232069
1600095,121,-1,35.00504142
1600095,121,-2,420.24
1600095,123,-1,112.683092
1600095,123,-2,1352.86
1600095,3,-1,0
1600095,3,-2,0
1600095,92,-1,0
1600095,92,-2,0
1600095,2,-1,804.1561846
1600095,2,-2,6034.16
1600095,91,-1,804.1561846
1600095,91,-2,6034.16
1600095,1,-1,0
1600095,1,-2,0
1600095,90,-1,0
1600095,90,-2,0
500171,69,-1,3592.510172
500171,69,-2,20050.12
500171,69,2,7533.40587
500171,69,4,3878.923728
500171,69,7,12303.14228
500171,69,9,6407.517763
500171,70,-1,3592.510172
500171,70,-2,20050.12
500171,70,6,33282.41617
500171,73,-1,1789.947073
500171,73,-2,9989.88
500171,74,-1,1789.947073
500171,74,-2,9989.88
500171,158,-1,3592.510172
500171,158,-2,20050.12
500171,158,2,7533.40587
500171,158,4,3878.923728
500171,158,7,12303.14228
500171,158,9,6407.517763
500171,159,-1,3592.510172
500171,159,-2,20050.12
500171,159,6,33282.41617
500171,162,-1,1789.947073
500171,162,-2,9989.88
500171,163,-1,1789.947073
500171,163,-2,9989.88
500171,71,-1,979.4313529
500171,71,-2,4833.66
500171,71,2,4438.729357
500171,71,4,4070.372921
500171,71,7,4891.168627
500171,71,9,4328.416562
500171,72,-1,979.4313529
500171,72,-2,4833.66
500171,72,6,6754.585465
500171,75,-1,462.4503868
500171,75,-2,2282.26
500171,76,-1,462.4503868
500171,76,-2,2282.26
500171,160,-1,979.4313529
500171,160,-2,4833.66
500171,160,2,4438.729357
500171,160,4,4070.372921
500171,160,7,4891.168627
500171,160,9,4328.416562
500171,161,-1,979.4313529
500171,161,-2,4833.66
500171,161,6,6754.585465
500171,164,-1,462.4503868
500171,164,-2,2282.26
500171,165,-1,462.4503868
500171,165,-2,2282.26
500171,66,-1,720.4053466
500171,66,-2,4870.72
500171,66,6,3849.996649
500171,67,-1,720.4053466
500171,67,-2,4870.72
500171,67,3,7954.608184
500171,68,-1,720.4053466
500171,68,-2,4870.72
500171,155,-1,720.4053466
500171,155,-2,4870.72
500171,155,6,3849.996649
500171,156,-1,720.4053466
500171,156,-2,4870.72
500171,156,3,7954.608184
500171,157,-1,720.4053466
500171,157,-2,4870.72
500171,61,-1,84.49780708
500171,61,-2,927.18
500171,62,-1,84.49780708
500171,62,-2,927.18
500171,62,4,1937.311964
500171,150,-1,84.49780708
500171,150,-2,927.18
500171,151,-1,84.49780708
500171,151,-2,927.18
500171,151,4,1937.311964
500171,57,-1,1134.500064
500171,57,-2,10236.92
500171,57,4,1474.580247
500171,58,-1,1134.500064
500171,58,-2,10236.92
500171,58,4,20413.80647
500171,58,8,975.3081794
500171,146,-1,1134.500064
500171,146,-2,10236.92
500171,146,4,1474.580247
500171,147,-1,1134.500064
500171,147,-2,10236.92
500171,147,4,20413.80647
500171,147,8,975.3081794
500171,63,-1,2119.276959
500171,63,-2,16063.42
500171,64,-1,2119.276959
500171,64,-2,16063.42
500171,64,3,27530.07489
500171,65,-1,2119.276959
500171,65,-2,16063.42
500171,152,-1,2119.276959
500171,152,-2,16063.42
500171,153,-1,2119.276959
500171,153,-2,16063.42
500171,153,3,27530.07489
500171,154,-1,2119.276959
500171,154,-2,16063.42
500171,59,-1,454.373744
500171,59,-2,3414.66
500171,59,4,2893.170603
500171,60,-1,454.373744
500171,60,-2,3414.66
500171,60,4,6640.418282
500171,60,8,2800.226159
500171,148,-1,454.373744
500171,148,-2,3414.66
500171,148,4,2893.170603
500171,149,-1,454.373744
500171,149,-2,3414.66
500171,149,4,6640.418282
500171,149,8,2800.226159
500171,45,-1,3038.493537
500171,45,-2,14540.78
500171,45,1,21629.08519
500171,46,-1,3038.493537
500171,46,-2,14540.78
500171,46,4,23969.43772
500171,46,7,13872.29485
500171,47,-1,3038.493537
500171,47,-2,14540.78
500171,47,7,13556.99333
500171,51,-1,1205.436173
500171,51,-2,5768.64
500171,51,1,4942.519459
500171,52,-1,1205.436173
500171,52,-2,5768.64
500171,52,2,8125.903292
500171,53,-1,1205.436173
500171,53,-2,5768.64
500171,53,2,5127.868392
500171,53,4,3251.11808
500171,134,-1,3038.493537
500171,134,-2,14540.78
500171,134,1,21629.08519
500171,135,-1,3038.493537
500171,135,-2,14540.78
500171,135,4,23969.43772
500171,135,7,13872.29485
500171,136,-1,3038.493537
500171,136,-2,14540.78
500171,136,7,13556.99333
500171,140,-1,1205.436173
500171,140,-2,5768.64
500171,140,1,4942.519459
500171,141,-1,1205.436173
500171,141,-2,5768.64
500171,141,2,8125.903292
500171,142,-1,1205.436173
500171,142,-2,5768.64
500171,142,2,5127.868392
