item_id,coverage_id,areaperil_id,vulnerability_id,group_id
1, 1, 1, 1, 1
2, 2, 1, 1, 1
3, 3, 1, 1, 1
4, 4, 1, 1, 1
5, 1, 167, 167, 1
6, 2, 167, 167, 1
7, 3, 167, 167, 1
8, 4, 167, 167, 1
9, 5, 79, 79, 2
10, 6, 79, 79, 2
11, 7, 79, 79, 2
12, 8, 79, 79, 2
13, 5, 245, 245, 2
14, 6, 245, 245, 2
15, 7, 245, 245, 2
16, 8, 245, 245, 2
17, 9, 90, 90, 3
18, 10, 90, 90, 3
19, 11, 90, 90, 3
20, 12, 90, 90, 3
21, 9, 256, 256, 3
22, 10, 256, 256, 3
23, 11, 256, 256, 3
24, 12, 256, 256, 3
25, 13, 101, 101, 4
26, 14, 101, 101, 4
27, 15, 101, 101, 4
28, 16, 101, 101, 4
29, 13, 267, 267, 4
30, 14, 267, 267, 4
31, 15, 267, 267, 4
32, 16, 267, 267, 4
33, 17, 112, 112, 5
34, 18, 112, 112, 5
35, 19, 112, 112, 5
36, 20, 112, 112, 5
37, 17, 278, 278, 5
38, 18, 278, 278, 5
39, 19, 278, 278, 5
40, 20, 278, 278, 5
41, 21, 123, 123, 6
42, 22, 123, 123, 6
43, 23, 123, 123, 6
44, 24, 123, 123, 6
45, 21, 289, 289, 6
46, 22, 289, 289, 6
47, 23, 289, 289, 6
48, 24, 289, 289, 6
49, 25, 134, 134, 7
50, 26, 134, 134, 7
51, 27, 134, 134, 7
52, 28, 134, 134, 7
53, 25, 300, 300, 7
54, 26, 300, 300, 7
55, 27, 300, 300, 7
56, 28, 300, 300, 7
57, 29, 145, 145, 8
58, 30, 145, 145, 8
59, 31, 145, 145, 8
60, 32, 145, 145, 8
61, 29, 311, 311, 8
62, 30, 311, 311, 8
63, 31, 311, 311, 8
64, 32, 311, 311, 8
65, 33, 156, 156, 9
66, 34, 156, 156, 9
67, 35, 156, 156, 9
68, 36, 156, 156, 9
69, 33, 0, 0, 9
70, 34, 0, 0, 9
71, 35, 0, 0, 9
72, 36, 0, 0, 9
73, 37, 2, 2, 10
74, 38, 2, 2, 10
75, 39, 2, 2, 10
76, 40, 2, 2, 10
77, 37, 168, 168, 10
78, 38, 168, 168, 10
79, 39, 168, 168, 10
80, 40, 168, 168, 10
81, 41, 13, 13, 11
82, 42, 13, 13, 11
83, 43, 13, 13, 11
84, 44, 13, 13, 11
85, 41, 179, 179, 11
86, 42, 179, 179, 11
87, 43, 179, 179, 11
88, 44, 179, 179, 11
89, 45, 24, 24, 12
90, 46, 24, 24, 12
91, 47, 24, 24, 12
92, 48, 24, 24, 12
93, 45, 190, 190, 12
94, 46, 190, 190, 12
95, 47, 190, 190, 12
96, 48, 190, 190, 12
97, 49, 35, 35, 13
98, 50, 35, 35, 13
99, 51, 35, 35, 13
100, 52, 35, 35, 13
101, 49, 201, 201, 13
102, 50, 201, 201, 13
103, 51, 201, 201, 13
104, 52, 201, 201, 13
105, 53, 46, 46, 14
106, 54, 46, 46, 14
107, 55, 46, 46, 14
108, 56, 46, 46, 14
109, 53, 212, 212, 14
110, 54, 212, 212, 14
111, 55, 212, 212, 14
112, 56, 212, 212, 14
113, 57, 57, 57, 15
114, 58, 57, 57, 15
115, 59, 57, 57, 15
116, 60, 57, 57, 15
117, 57, 223, 223, 15
118, 58, 223, 223, 15
119, 59, 223, 223, 15
120, 60, 223, 223, 15
121, 61, 68, 68, 16
122, 62, 68, 68, 16
123, 63, 68, 68, 16
124, 64, 68, 68, 16
125, 61, 234, 234, 16
126, 62, 234, 234, 16
127, 63, 234, 234, 16
128, 64, 234, 234, 16
129, 65, 76, 76, 17
130, 66, 76, 76, 17
131, 67, 76, 76, 17
132, 68, 76, 76, 17
133, 65, 242, 242, 17
134, 66, 242, 242, 17
135, 67, 242, 242, 17
136, 68, 242, 242, 17
137, 69, 77, 77, 18
138, 70, 77, 77, 18
139, 71, 77, 77, 18
140, 72, 77, 77, 18
141, 69, 243, 243, 18
142, 70, 243, 243, 18
143, 71, 243, 243, 18
144, 72, 243, 243, 18
145, 73, 78, 78, 19
146, 74, 78, 78, 19
147, 75, 78, 78, 19
148, 76, 78, 78, 19
149, 73, 244, 244, 19
150, 74, 244, 244, 19
151, 75, 244, 244, 19
152, 76, 244, 244, 19
153, 77, 80, 80, 20
154, 78, 80, 80, 20
155, 79, 80, 80, 20
156, 80, 80, 80, 20
157, 77, 246, 246, 20
158, 78, 246, 246, 20
159, 79, 246, 246, 20
