event_id,item_id,sidx,loss
1,1,-1,0
1,1,1,30000
1,1,2,150000
1,1,3,290000
1,1,4,300000
1,1,5,320000
1,1,6,590000
1,1,7,600000
1,1,8,900000
1,2,-1,0
1,2,1,30000
1,2,2,150000
1,2,3,290000
1,2,4,300000
1,2,5,320000
1,2,6,590000
1,2,7,600000
1,2,8,900000
1,3,-1,0
1,3,1,30000
1,3,2,150000
1,3,3,290000
1,3,4,300000
1,3,5,320000
1,3,6,590000
1,3,7,600000
1,3,8,900000
1,4,-1,0
1,4,1,30000
1,4,2,150000
1,4,3,290000
1,4,4,300000
1,4,5,320000
1,4,6,590000
1,4,7,600000
1,4,8,900000
1,5,-1,0
1,5,1,30000
1,5,2,150000
1,5,3,290000
1,5,4,300000
1,5,5,320000
1,5,6,590000
1,5,7,600000
1,5,8,900000
1,6,-1,0
1,6,1,30000
1,6,2,150000
1,6,3,290000
1,6,4,300000
1,6,5,320000
1,6,6,590000
1,6,7,600000
1,6,8,900000
1,7,-1,0
1,7,1,30000
1,7,2,150000
1,7,3,290000
1,7,4,300000
1,7,5,320000
1,7,6,590000
1,7,7,600000
1,7,8,900000
1,8,-1,0
1,8,1,30000
1,8,2,150000
1,8,3,290000
1,8,4,300000
1,8,5,320000
1,8,6,590000
1,8,7,600000
1,8,8,900000
1,9,-1,0
1,9,1,30000
1,9,2,150000
1,9,3,290000
1,9,4,300000
1,9,5,320000
1,9,6,590000
1,9,7,600000
1,9,8,900000
1,10,-1,0
1,10,1,30000
1,10,2,150000
1,10,3,290000
1,10,4,300000
1,10,5,320000
1,10,6,590000
1,10,7,600000
1,10,8,900000
1,11,-1,0
1,11,1,30000
1,11,2,150000
1,11,3,290000
1,11,4,300000
1,11,5,320000
1,11,6,590000
1,11,7,600000
1,11,8,900000
1,12,-1,0
1,12,1,30000
1,12,2,150000
1,12,3,290000
1,12,4,300000
1,12,5,320000
1,12,6,590000
1,12,7,600000
1,12,8,900000
1,13,-1,0
1,13,1,30000
1,13,2,150000
1,13,3,290000
1,13,4,300000
1,13,5,320000
1,13,6,590000
1,13,7,600000
1,13,8,900000
1,14,-1,0
1,14,1,30000
1,14,2,150000
1,14,3,290000
1,14,4,300000
1,14,5,320000
1,14,6,590000
1,14,7,600000
1,14,8,900000
1,15,-1,0
1,15,1,30000
1,15,2,150000
1,15,3,290000
1,15,4,300000
1,15,5,320000
1,15,6,590000
1,15,7,600000
1,15,8,900000
1,16,-1,0
1,16,1,30000
1,16,2,150000
1,16,3,290000
1,16,4,300000
1,16,5,320000
1,16,6,590000
1,16,7,600000
1,16,8,900000
1,17,-1,0
1,17,1,375000
1,17,2,1875000
1,17,3,3625000
1,17,4,3750000
1,17,5,4000000
1,17,6,7375000
1,17,7,7500000
1,17,8,11250000
1,18,-1,0
1,18,1,375000
1,18,2,1875000
1,18,3,3625000
1,18,4,3750000
1,18,5,4000000
1,18,6,7375000
1,18,7,7500000
1,18,8,11250000
1,19,-1,0
1,19,1,375000
1,19,2,1875000
1,19,3,3625000
1,19,4,3750000
1,19,5,4000000
1,19,6,7375000
1,19,7,7500000
1,19,8,11250000
1,20,-1,0
1,20,1,375000
1,20,2,1875000
1,20,3,3625000
1,20,4,3750000
1,20,5,4000000
1,20,6,7375000
1,20,7,7500000
1,20,8,11250000
1,21,-1,0
1,21,1,375000
1,21,2,1875000
1,21,3,3625000
1,21,4,3750000
1,21,5,4000000
1,21,6,7375000
1,21,7,7500000
1,21,8,11250000
1,22,-1,0
1,22,1,375000
1,22,2,1875000
1,22,3,3625000
1,22,4,3750000
1,22,5,4000000
1,22,6,7375000
1,22,7,7500000
1,22,8,11250000
1,23,-1,0
1,23,1,375000
1,23,2,1875000
1,23,3,3625000
1,23,4,3750000
1,23,5,4000000
1,23,6,7375000
1,23,7,7500000
1,23,8,11250000
1,24,-1,0
1,24,1,375000
1,24,2,1875000
1,24,3,3625000
1,24,4,3750000
1,24,5,4000000
1,24,6,7375000
1,24,7,7500000
1,24,8,11250000
1,25,-1,0
1,25,1,375000
1,25,2,1875000
1,25,3,3625000
1,25,4,3750000
1,25,5,4000000
1,25,6,7375000
1,25,7,7500000
1,25,8,11250000
1,26,-1,0
1,26,1,375000
1,26,2,1875000
1,26,3,3625000
1,26,4,3750000
1,26,5,4000000
1,26,6,7375000
1,26,7,7500000
1,26,8,11250000
1,27,-1,0
1,27,1,375000
1,27,2,1875000
1,27,3,3625000
1,27,4,3750000
1,27,5,4000000
1,27,6,7375000
1,27,7,7500000
1,27,8,11250000
1,28,-1,0
1,28,1,375000
1,28,2,1875000
1,28,3,3625000
1,28,4,3750000
1,28,5,4000000
1,28,6,7375000
1,28,7,7500000
1,28,8,11250000
1,29,-1,0
1,29,1,375000
1,29,2,1875000
1,29,3,3625000
1,29,4,3750000
1,29,5,4000000
1,29,6,7375000
1,29,7,7500000
1,29,8,11250000
1,30,-1,0
1,30,1,375000
1,30,2,1875000
1,30,3,3625000
1,30,4,3750000
1,30,5,4000000
1,30,6,7375000
1,30,7,7500000
1,30,8,11250000
1,31,-1,0
1,31,1,375000
1,31,2,1875000
1,31,3,3625000
1,31,4,3750000
1,31,5,4000000
1,31,6,7375000
1,31,7,7500000
1,31,8,11250000
1,32,-1,0
1,32,1,375000
1,32,2,1875000
1,32,3,3625000
1,32,4,3750000
1,32,5,4000000
1,32,6,7375000
1,32,7,7500000
1,32,8,11250000
