event_id,item_id,sidx,loss
1,1,-3,1000000
1,1,-1,0
1,1,1,250000
1,1,2,350000
1,1,3,500000
1,1,4,20000
1,2,-3,100000
1,2,-1,0
1,2,1,25000
1,2,2,35000
1,2,3,50000
1,2,4,2000
1,3,-3,50000
1,3,-1,0
1,3,1,12500
1,3,2,17500
1,3,3,25000
1,3,4,1000
1,4,-3,20000
1,4,-1,0
1,4,1,5000
1,4,2,7000
1,4,3,10000
1,4,4,400
1,5,-3,1000000
1,5,-1,0
1,5,1,250000
1,5,2,350000
1,5,3,500000
1,5,4,20000
1,6,-3,100000
1,6,-1,0
1,6,1,25000
1,6,2,35000
1,6,3,50000
1,6,4,2000
1,7,-3,50000
1,7,-1,0
1,7,1,12500
1,7,2,17500
1,7,3,25000
1,7,4,1000
1,8,-3,20000
1,8,-1,0
1,8,1,5000
1,8,2,7000
1,8,3,10000
1,8,4,400
