coverage_id,tiv
1, 775000000.000000
2, 125000000.000000
3, 2500000.000000
4, 470000000.000000
5, 130000000.000000
6, 1000000.000000
7, 270000000.000000
8, 60000000.000000
9, 500000.000000
10, 85000000.000000
11, 10000000.000000
12, 1000000.000000
13, 70000000.000000
14, 30000000.000000
15, 6000000.000000
16, 21000000.000000
17, 9000000.000000
18, 557576.000000
19, 200000.000000
20, 15000000.000000
21, 6000000.000000
22, 60000000.000000
23, 15000000.000000
24, 5000000.000000
25, 20000000.000000
26, 10000000.000000
27, 2000000.000000
