item_id,coverage_id,areaperil_id,vulnerability_id,group_id
1, 13, 50661, 401000100, 5
2, 14, 50661, 402000100, 5
3, 15, 50661, 403000100, 5
4, 10, 85522, 401000100, 4
5, 11, 85522, 402000100, 4
6, 12, 85522, 403000100, 4
7, 16, 357844, 401000100, 6
8, 17, 357844, 402000100, 6
9, 18, 357844, 403000100, 6
10, 4, 969828, 401000300, 2
11, 5, 969828, 402000300, 2
12, 6, 969828, 403000300, 2
13, 28, 1396345, 401000200, 10
14, 29, 1396345, 402000200, 10
15, 30, 1396345, 403000200, 10
16, 22, 1435411, 401000200, 8
17, 23, 1435411, 402000200, 8
18, 24, 1435411, 403000200, 8
19, 25, 1747815, 401000400, 9
20, 26, 1747815, 402000400, 9
21, 27, 1747815, 403000400, 9
22, 19, 2652698, 401000500, 7
23, 20, 2652698, 402000500, 7
24, 21, 2652698, 403000500, 7
25, 7, 2944931, 401000500, 3
26, 8, 2944931, 402000500, 3
27, 9, 2944931, 403000500, 3
28, 1, 3016756, 401000500, 1
29, 2, 3016756, 402000500, 1
30, 3, 3016756, 403000500, 1
