coverage_id,tiv
1,25000 
2,604713 
3,97850 
4,371314 
5,417367 
6,10612 
7,25000 
8,197388 
9,3000 
10,606670 
11,642609 
12,188596 
13,438757 
14,12000 
15,398763 
16,546131 
17,306680 
18,54636 
19,130600 
20,26007 
21,1423230 
22,288800 
23,281030 
24,15150 
25,433958 
26,49134 
27,310342 
28,171078 
29,105000 
30,439105 
31,694824 
32,184901 
33,1679106 
34,29000 
35,2466845 
36,5000 
37,38000 
38,541500 
39,389300 
40,842996 
41,25063 
42,96000 
43,124263 
44,132000 
45,21630 
46,444546 
47,5000 
48,132000 
49,655595 
50,304819 
51,1683648 
