event_id,item_id,sidx,loss
1,1,-3,10000000.00
1,1,-1,0.00
1,1,1,150000.00
1,1,2,750000.00
1,1,3,1450000.00
1,1,4,1500000.00
1,1,5,1600000.00
1,1,6,2950000.00
1,1,7,3000000.00
1,1,8,4500000.00
1,2,-3,15000000.00
1,2,-1,0.00
1,2,1,225000.00
1,2,2,1125000.00
1,2,3,2175000.00
1,2,4,2250000.00
1,2,5,2400000.00
1,2,6,4425000.00
1,2,7,4500000.00
1,2,8,6750000.00
1,3,-3,20000000.00
1,3,-1,0.00
1,3,1,300000.00
1,3,2,1500000.00
1,3,3,2900000.00
1,3,4,3000000.00
1,3,5,3200000.00
1,3,6,5900000.00
1,3,7,6000000.00
1,3,8,9000000.00
1,4,-3,25000000.00
1,4,-1,0.00
1,4,1,375000.00
1,4,2,1875000.00
1,4,3,3625000.00
1,4,4,3750000.00
1,4,5,4000000.00
1,4,6,7375000.00
1,4,7,7500000.00
1,4,8,11250000.00
1,5,-3,10000000.00
1,5,-1,0.00
1,5,1,150000.00
1,5,2,750000.00
1,5,3,1450000.00
1,5,4,1500000.00
1,5,5,1600000.00
1,5,6,2950000.00
1,5,7,3000000.00
1,5,8,4500000.00
1,6,-3,15000000.00
1,6,-1,0.00
1,6,1,225000.00
1,6,2,1125000.00
1,6,3,2175000.00
1,6,4,2250000.00
1,6,5,2400000.00
1,6,6,4425000.00
1,6,7,4500000.00
1,6,8,6750000.00
1,7,-3,20000000.00
1,7,-1,0.00
1,7,1,300000.00
1,7,2,1500000.00
1,7,3,2900000.00
1,7,4,3000000.00
1,7,5,3200000.00
1,7,6,5900000.00
1,7,7,6000000.00
1,7,8,9000000.00
1,8,-3,25000000.00
1,8,-1,0.00
1,8,1,375000.00
1,8,2,1875000.00
1,8,3,3625000.00
1,8,4,3750000.00
1,8,5,4000000.00
1,8,6,7375000.00
1,8,7,7500000.00
1,8,8,11250000.00
1,9,-3,10000000.00
1,9,-1,0.00
1,9,1,150000.00
1,9,2,750000.00
1,9,3,1450000.00
1,9,4,1500000.00
1,9,5,1600000.00
1,9,6,2950000.00
1,9,7,3000000.00
1,9,8,4500000.00
1,10,-3,15000000.00
1,10,-1,0.00
1,10,1,225000.00
1,10,2,1125000.00
1,10,3,2175000.00
1,10,4,2250000.00
1,10,5,2400000.00
1,10,6,4425000.00
1,10,7,4500000.00
