profile_id,calcrule_id,deductible1,deductible2,deductible3,attachment1,limit1,share1,share2,share3
1, 14, 0.000000, 0.000000, 0.000000, 0.000000, 700000000.000000, 0.000000, 0.000000, 0.000000
2, 12, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3, 12, 25000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4, 12, 78783.031250, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
5, 12, 89642.039062, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
6, 12, 85681.984375, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
7, 12, 140183.812500, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
8, 12, 462684.437500, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
9, 11, 0.000000, 10000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
10, 11, 0.000000, 600000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
11, 14, 0.000000, 0.000000, 0.000000, 0.000000, 100000000.000000, 0.000000, 0.000000, 0.000000
12, 14, 0.000000, 0.000000, 0.000000, 0.000000, 15000000.000000, 0.000000, 0.000000, 0.000000
13, 2, 0.000000, 0.000000, 0.000000, 0.000000, 5700000.000000, 0.150000, 0.000000, 0.000000
14, 2, 5700000.000000, 0.000000, 0.000000, 0.000000, 4300000.000000, 0.150000, 0.000000, 0.000000
15, 2, 10000000.000000, 0.000000, 0.000000, 0.000000, 15000000.000000, 0.120000, 0.000000, 0.000000
16, 2, 25000000.000000, 0.000000, 0.000000, 0.000000, 5000000.000000, 0.220000, 0.000000, 0.000000
17, 2, 30000000.000000, 0.000000, 0.000000, 0.000000, 20000000.000000, 0.220000, 0.000000, 0.000000
18, 2, 50000000.000000, 0.000000, 0.000000, 0.000000, 50000000.000000, 0.100000, 0.000000, 0.000000
19, 2, 100000000.000000, 0.000000, 0.000000, 0.000000, 100000000.000000, 0.100000, 0.000000, 0.000000
20, 12, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
