event_id,period_no,occ_year,occ_month,occ_day
2100309, 2, 2, 1, 1
1600317, 3, 3, 1, 1
300331, 4, 4, 1, 1
100320, 5, 5, 1, 1
1200300, 6, 6, 1, 1
1800322, 7, 7, 1, 1
900339, 7, 7, 1, 1
1800321, 8, 8, 1, 1
335, 9, 9, 1, 1
700336, 11, 11, 1, 1
100319, 12, 12, 1, 1
700335, 15, 15, 1, 1
500319, 17, 17, 1, 1
1100315, 19, 19, 1, 1
1300334, 20, 20, 1, 1
1000315, 20, 20, 1, 1
600327, 22, 22, 1, 1
2000329, 23, 23, 1, 1
200355, 24, 24, 1, 1
1900286, 25, 25, 1, 1
1100314, 26, 26, 1, 1
600326, 28, 28, 1, 1
700334, 31, 31, 1, 1
100318, 31, 31, 1, 1
300330, 31, 31, 1, 1
1200299, 31, 31, 1, 1
1000314, 34, 34, 1, 1
900338, 37, 37, 1, 1
800303, 38, 38, 1, 1
2000328, 39, 39, 1, 1
700333, 41, 41, 1, 1
1800320, 42, 42, 1, 1
500318, 44, 44, 1, 1
334, 45, 45, 1, 1
100317, 45, 45, 1, 1
1800319, 51, 51, 1, 1
1400314, 58, 58, 1, 1
900337, 61, 61, 1, 1
300329, 67, 67, 1, 1
1800318, 67, 67, 1, 1
1400313, 68, 68, 1, 1
333, 72, 72, 1, 1
400329, 75, 75, 1, 1
1800317, 76, 76, 1, 1
1600316, 79, 79, 1, 1
200354, 80, 80, 1, 1
1900285, 81, 81, 1, 1
2100308, 82, 82, 1, 1
400328, 83, 83, 1, 1
332, 84, 84, 1, 1
300328, 85, 85, 1, 1
500317, 87, 87, 1, 1
2100307, 89, 89, 1, 1
1600315, 90, 90, 1, 1
600325, 90, 90, 1, 1
1800316, 92, 92, 1, 1
500316, 97, 97, 1, 1
1400312, 99, 99, 1, 1
1500325, 99, 99, 1, 1
900336, 100, 100, 1, 1
900335, 101, 101, 1, 1
1900284, 103, 103, 1, 1
800302, 106, 106, 1, 1
1300333, 106, 106, 1, 1
400327, 110, 110, 1, 1
300327, 110, 110, 1, 1
1600314, 112, 112, 1, 1
500315, 113, 113, 1, 1
1800315, 113, 113, 1, 1
700332, 114, 114, 1, 1
1500324, 116, 116, 1, 1
600324, 116, 116, 1, 1
600323, 118, 118, 1, 1
1400311, 119, 119, 1, 1
331, 120, 120, 1, 1
200353, 128, 128, 1, 1
600322, 131, 131, 1, 1
1600313, 131, 131, 1, 1
1600312, 134, 134, 1, 1
1500323, 135, 135, 1, 1
330, 135, 135, 1, 1
329, 137, 137, 1, 1
300326, 138, 138, 1, 1
900334, 141, 141, 1, 1
1300332, 142, 142, 1, 1
1300331, 143, 143, 1, 1
500314, 144, 144, 1, 1
500313, 150, 150, 1, 1
1700314, 152, 152, 1, 1
1100313, 153, 153, 1, 1
600321, 153, 153, 1, 1
600320, 154, 154, 1, 1
1500322, 154, 154, 1, 1
800301, 156, 156, 1, 1
1700313, 156, 156, 1, 1
1100312, 157, 157, 1, 1
700331, 158, 158, 1, 1
2100306, 159, 159, 1, 1
2000327, 161, 161, 1, 1
100316, 163, 163, 1, 1
1700312, 164, 164, 1, 1
2000326, 165, 165, 1, 1
700330, 166, 166, 1, 1
500312, 166, 166, 1, 1
1900283, 166, 166, 1, 1
1800314, 168, 168, 1, 1
200352, 169, 169, 1, 1
1400310, 169, 169, 1, 1
1000313, 173, 173, 1, 1
1400309, 174, 174, 1, 1
