event_id,item_id,sidx,loss
41738,1321,-3,37500000.00
41738,1321,-1,36896992.00
41738,1321,1,40873512.00
41738,1321,2,29981618.00
41738,1321,3,30074386.00
41738,1321,4,28751620.00
41738,1321,5,27671046.00
41738,1321,6,39171140.00
41738,1321,7,41722308.00
41738,1321,8,32482110.00
41738,1323,-3,6000000.00
41738,1323,-1,5462277.00
41738,1323,1,6045614.00
41738,1323,2,3998511.75
41738,1323,3,3998511.75
41738,1323,4,3489255.75
41738,1323,5,2896861.50
41738,1323,6,5891161.00
41738,1323,7,6250807.00
41738,1323,8,4417507.50
41738,1324,-3,6500000.00
41738,1324,-1,5295371.00
41738,1324,1,5406098.50
41738,1324,2,3075578.00
41738,1324,3,3075578.00
41738,1324,4,2735761.75
41738,1324,5,2467430.00
41738,1324,6,6318142.00
41738,1324,7,5717767.00
41738,1324,8,3487340.75
41738,1297,-3,75000000.00
41738,1297,-1,4077910.00
41738,1297,1,1165227.62
41738,1297,2,2082222.12
41738,1297,3,6250704.00
41738,1297,4,2446486.75
41738,1297,5,5463136.00
41738,1297,6,9189138.00
41738,1297,7,2536207.25
41738,1297,8,11850861.00
41738,1299,-3,12000000.00
41738,1299,-1,40483.95
41738,1299,1,6800.00
41738,1299,2,11600.00
41738,1299,3,30400.00
41738,1299,4,11600.00
41738,1299,5,30400.00
41738,1299,6,84800.00
41738,1299,7,11600.00
41738,1299,8,210000.00
41738,1300,-3,13000000.00
41738,1300,-1,69355.43
41738,1300,1,1300.00
41738,1300,2,2600.00
41738,1300,3,29466.67
41738,1300,4,2600.00
41738,1300,5,29466.67
41738,1300,6,170300.00
41738,1300,7,2600.00
41738,1300,8,522599.97
41738,1305,-3,75000000.00
41738,1305,-1,9691.90
41738,1305,1,4970.73
41738,1305,2,6778.78
41738,1305,3,4833.96
41738,1305,4,5595.92
41738,1305,5,7092.50
41738,1305,6,3042.85
41738,1305,7,490828.72
41738,1305,8,6803.21
41738,1307,-3,12000000.00
41738,1307,-1,1893.13
41738,1307,1,1200.00
41738,1307,2,1200.00
41738,1307,3,1200.00
41738,1307,4,1200.00
41738,1307,5,1200.00
41738,1307,6,1200.00
41738,1307,7,73200.00
41738,1307,8,1200.00
41738,1308,-3,13000000.00
41738,1308,-1,4743.96
41738,1308,1,2166.67
41738,1308,2,2166.67
41738,1308,3,2166.67
41738,1308,4,2166.67
41738,1308,5,2166.67
41738,1308,6,2166.67
41738,1308,7,327600.00
41738,1308,8,2166.67
41738,1325,-3,37500000.00
41738,1325,-1,38103008.00
41738,1325,1,34126488.00
41738,1325,2,45018380.00
41738,1325,3,44925620.00
41738,1325,4,46248384.00
41738,1325,5,47328952.00
41738,1325,6,35828860.00
41738,1325,7,33277694.00
41738,1325,8,42517892.00
41738,1327,-3,6000000.00
41738,1327,-1,6537722.50
41738,1327,1,5954385.50
41738,1327,2,8001488.00
41738,1327,3,8001488.00
41738,1327,4,8510744.00
41738,1327,5,9103138.00
41738,1327,6,6108839.50
41738,1327,7,5749193.00
41738,1327,8,7582492.50
41738,1328,-3,6500000.00
41738,1328,-1,7704629.00
41738,1328,1,7593901.50
41738,1328,2,9924422.00
41738,1328,3,9924422.00
41738,1328,4,10264238.00
41738,1328,5,10532570.00
41738,1328,6,6681857.50
41738,1328,7,7282233.00
41738,1328,8,9512659.00
