coverage_id,tiv
1, 25000.000000
2, 604713.000000
3, 97850.000000
4, 371314.000000
5, 417367.000000
6, 10612.000000
7, 25000.000000
8, 197388.000000
9, 3000.000000
10, 606670.000000
11, 642609.000000
12, 188596.000000
13, 438757.000000
14, 12000.000000
15, 398763.000000
16, 546131.000000
17, 306680.000000
18, 54636.000000
19, 130600.000000
20, 26007.000000
21, 1423230.000000
22, 288800.000000
23, 281030.000000
24, 15150.000000
25, 433958.000000
26, 49134.000000
27, 310342.000000
28, 171078.000000
29, 105000.000000
30, 439105.000000
31, 694824.000000
32, 184901.000000
33, 1679106.000000
34, 29000.000000
35, 2466845.000000
36, 5000.000000
37, 38000.000000
38, 541500.000000
39, 389300.000000
40, 842996.000000
41, 25063.000000
42, 96000.000000
43, 124263.000000
44, 132000.000000
45, 21630.000000
46, 444546.000000
47, 5000.000000
48, 132000.000000
49, 655595.000000
50, 304819.000000
51, 1683648.000000
