from_agg_id,level_id,to_agg_id
1, 1, 1
2, 1, 1
3, 1, 2
4, 1, 3
5, 1, 3
6, 1, 4
7, 1, 5
8, 1, 5
9, 1, 6
10, 1, 7
11, 1, 7
12, 1, 8
13, 1, 9
14, 1, 9
15, 1, 9
16, 1, 10
17, 1, 10
18, 1, 11
19, 1, 11
20, 1, 12
21, 1, 12
22, 1, 13
23, 1, 13
24, 1, 13
25, 1, 14
26, 1, 14
27, 1, 14
1, 2, 1
2, 2, 2
3, 2, 3
4, 2, 4
5, 2, 5
6, 2, 6
7, 2, 7
8, 2, 8
9, 2, 9
10, 2, 10
11, 2, 11
12, 2, 12
13, 2, 13
14, 2, 14
1, 3, 1
2, 3, 1
3, 3, 1
4, 3, 1
5, 3, 1
6, 3, 1
7, 3, 1
8, 3, 1
9, 3, 2
10, 3, 2
11, 3, 2
12, 3, 2
13, 3, 3
14, 3, 3
