item_id,coverage_id,areaperil_id,vulnerability_id,group_id
1,20,1,6,1
2,20,1,8,2
3,20,1,9,3
4,20,1,10,4
5,20,1,100009,5
6,20,1,300007,6
7,20,1,500009,7
8,20,1,500010,8
9,20,1,500011,9
10,20,1,600009,10
11,20,2,6,11
12,20,2,8,12
13,20,2,9,13
14,20,2,10,14
15,20,2,100009,15
16,20,2,300007,16
17,20,2,500009,17
18,20,2,500010,18
19,20,2,500011,19
20,20,2,600009,20
21,20,100001,6,21
22,20,100001,8,22
23,20,100001,9,23
24,20,100001,10,24
25,20,100001,100009,25
26,20,100001,300007,26
27,20,100001,500009,27
28,20,100001,500010,28
29,20,100001,500011,29
30,20,100001,600009,30
31,20,200001,6,31
32,20,200001,8,32
33,20,200001,9,33
34,20,200001,10,34
35,20,200001,100009,35
36,20,200001,300007,36
37,20,200001,500009,37
38,20,200001,500010,38
39,20,200001,500011,39
40,20,200001,600009,40
41,20,400001,6,41
42,20,400001,8,42
43,20,400001,9,43
44,20,400001,10,44
45,20,400001,100009,45
46,20,400001,300007,46
47,20,400001,500009,47
48,20,400001,500010,48
49,20,400001,500011,49
50,20,400001,600009,50
51,20,400002,6,51
52,20,400002,8,52
53,20,400002,9,53
54,20,400002,10,54
55,20,400002,100009,55
56,20,400002,300007,56
57,20,400002,500009,57
58,20,400002,500010,58
59,20,400002,500011,59
60,20,400002,600009,60
61,20,600001,6,61
62,20,600001,8,62
63,20,600001,9,63
64,20,600001,10,64
65,20,600001,100009,65
66,20,600001,300007,66
67,20,600001,500009,67
68,20,600001,500010,68
69,20,600001,500011,69
70,20,600001,600009,70
71,20,700001,6,71
72,20,700001,8,72
73,20,700001,9,73
74,20,700001,10,74
75,20,700001,100009,75
76,20,700001,300007,76
77,20,700001,500009,77
78,20,700001,500010,78
79,20,700001,500011,79
80,20,700001,600009,80
