event_id,areaperil_id,vulnerability_id,bin_index,prob_to,bin_mean
26,1000001,100009,1,0.909477,0.000000
26,1000001,100009,2,0.910644,0.005000
26,1000001,100009,3,0.912166,0.015000
26,1000001,100009,4,0.914062,0.025000
26,1000001,100009,5,0.916297,0.035000
26,1000001,100009,6,0.918785,0.045000
26,1000001,100009,7,0.921426,0.055000
26,1000001,100009,8,0.924144,0.065000
26,1000001,100009,9,0.926909,0.075000
26,1000001,100009,10,0.929731,0.085000
26,1000001,100009,11,0.932641,0.095000
26,1000001,100009,12,0.935665,0.105000
26,1000001,100009,13,0.938813,0.115000
26,1000001,100009,14,0.942073,0.125000
26,1000001,100009,15,0.945422,0.135000
26,1000001,100009,16,0.948829,0.145000
26,1000001,100009,17,0.952259,0.155000
26,1000001,100009,18,0.955678,0.165000
26,1000001,100009,19,0.959054,0.175000
26,1000001,100009,20,0.962357,0.185000
26,1000001,100009,21,0.965561,0.195000
26,1000001,100009,22,0.968643,0.205000
26,1000001,100009,23,0.971587,0.215000
26,1000001,100009,24,0.974377,0.225000
26,1000001,100009,25,0.977002,0.235000
26,1000001,100009,26,0.979456,0.245000
26,1000001,100009,27,0.981735,0.255000
26,1000001,100009,28,0.983837,0.265000
26,1000001,100009,29,0.985765,0.275000
26,1000001,100009,30,0.987522,0.285000
26,1000001,100009,31,0.989113,0.295000
26,1000001,100009,32,0.990545,0.305000
26,1000001,100009,33,0.991827,0.315000
26,1000001,100009,34,0.992969,0.325000
26,1000001,100009,35,0.993979,0.335000
26,1000001,100009,36,0.994869,0.345000
26,1000001,100009,37,0.995647,0.355000
26,1000001,100009,38,0.996325,0.365000
26,1000001,100009,39,0.996913,0.375000
26,1000001,100009,40,0.997419,0.385000
26,1000001,100009,41,0.997852,0.395000
26,1000001,100009,42,0.998222,0.405000
26,1000001,100009,43,0.998535,0.415000
26,1000001,100009,44,0.998799,0.425000
26,1000001,100009,45,0.999020,0.435000
26,1000001,100009,46,0.999205,0.445000
26,1000001,100009,47,0.999359,0.455000
26,1000001,100009,48,0.999485,0.465000
26,1000001,100009,49,0.999589,0.475000
26,1000001,100009,50,0.999673,0.485000
26,1000001,100009,51,0.999742,0.495000
26,1000001,100009,52,0.999797,0.505000
26,1000001,100009,53,0.999842,0.515000
26,1000001,100009,54,0.999877,0.525000
26,1000001,100009,55,0.999905,0.535000
26,1000001,100009,56,0.999927,0.545000
26,1000001,100009,57,0.999944,0.555000
26,1000001,100009,58,0.999958,0.565000
26,1000001,100009,59,0.999968,0.575000
26,1000001,100009,60,0.999976,0.585000
26,1000001,100009,61,0.999982,0.595000
26,1000001,100009,62,0.999987,0.605000
26,1000001,100009,63,0.999990,0.615000
26,1000001,100009,64,0.999993,0.625000
26,1000001,100009,65,0.999995,0.635000
26,1000001,100009,66,0.999996,0.645000
26,1000001,100009,67,0.999997,0.655000
26,1000001,100009,68,0.999998,0.665000
26,1000001,100009,69,0.999999,0.675000
26,1000001,100009,70,0.999999,0.685000
26,1000001,100009,71,0.999999,0.695000
26,1000001,100009,72,1.000000,0.705000
26,1000001,100009,73,1.000000,0.715000
26,1000001,100009,74,1.000000,0.725000
26,1000001,100009,75,1.000000,0.735000
26,1000001,100009,76,1.000000,0.745000
26,1000001,100009,77,1.000000,0.755000
26,1000001,100009,78,1.000000,0.765000
