event_id,item_id,sidx,loss
47776,1276,-3,75000000
47776,1276,-1,11334013
47776,1276,1,36375000
47776,1276,2,10874999
47776,1276,3,5624999
47776,1276,4,9375000
47776,1276,5,1124998.88
47776,1276,6,13125002
47776,1276,7,49875000
47776,1276,8,10124999
47776,1661,-3,12000000
47776,1661,-1,2823393.5
47776,1661,1,7740000
47776,1661,2,3539999.5
47776,1661,3,2220000
47776,1661,4,3179999.75
47776,1661,5,660000.06
47776,1661,6,3899999.75
47776,1661,7,9540000
47776,1661,8,3299999.75
47776,1468,-3,13000000
47776,1468,-1,1889294
47776,1468,1,6045000.5
47776,1468,2,1754999.88
47776,1468,3,845000
47776,1468,4,1625000
47776,1468,5,194999.81
47776,1468,6,2145000.25
47776,1468,7,8515000
47776,1468,8,1625000
47776,1242,-3,75000000
47776,1242,-1,11334013
47776,1242,1,1874998.25
47776,1242,2,6374998.5
47776,1242,3,44625004
47776,1242,4,374999.66
47776,1242,5,374999.66
47776,1242,6,374999.66
47776,1242,7,374999.66
47776,1628,-3,12000000
47776,1628,-1,2823393.5
47776,1628,1,1140000.38
47776,1628,2,2340000
47776,1628,3,8820000
47776,1628,4,59999.94
47776,1628,5,59999.94
47776,1628,6,59999.94
47776,1628,7,59999.94
47776,1435,-3,13000000
47776,1435,-1,1889294
47776,1435,1,324999.69
47776,1435,2,974999.88
47776,1435,3,7604999.5
47776,1435,4,64999.94
47776,1435,5,64999.94
47776,1435,6,64999.94
47776,1435,7,64999.94
47776,1171,-3,75000000
47776,1171,-1,11334013
47776,1171,1,374999.66
47776,1171,2,374999.66
47776,1171,3,3375001.25
47776,1171,4,4875000
47776,1171,5,8625001
47776,1171,6,22124996
47776,1171,7,15374999
47776,1171,8,31875000
47776,1557,-3,12000000
47776,1557,-1,2823393.5
47776,1557,1,540000.19
47776,1557,2,59999.94
47776,1557,3,1619999.88
47776,1557,4,1980000.25
47776,1557,5,2940000
47776,1557,6,5580000.5
47776,1557,7,4380000
47776,1557,8,7140000.5
47776,1364,-3,13000000
47776,1364,-1,1889294
47776,1364,1,64999.94
47776,1364,2,64999.94
47776,1364,3,585000.19
47776,1364,4,715000.06
47776,1364,5,1365000.25
47776,1364,6,3574999.75
47776,1364,7,2535000
47776,1364,8,5394999.5
47776,1232,-3,75000000
47776,1232,-1,11334013
47776,1232,1,19874998
47776,1232,2,3375001.25
47776,1232,3,11624998
47776,1232,4,11624998
47776,1232,5,21374998
47776,1232,6,7125002
47776,1232,7,374999.66
47776,1232,8,4125000.5
47776,1618,-3,12000000
47776,1618,-1,2823393.5
47776,1618,1,5220000
47776,1618,2,1500000
47776,1618,3,3660000
47776,1618,4,3660000
47776,1618,5,5460000.5
47776,1618,6,2700000.25
47776,1618,7,420000.31
47776,1618,8,1739999.75
47776,1425,-3,13000000
47776,1425,-1,1889294
47776,1425,1,3315000
47776,1425,2,455000.34
47776,1425,3,1884999.88
47776,1425,4,1884999.88
47776,1425,5,3574999.75
47776,1425,6,1235000.38
47776,1425,7,64999.94
47776,1425,8,585000.19
47776,1193,-3,75000000
47776,1193,-1,11334013
47776,1193,1,4875000
47776,1193,2,10124999
47776,1193,3,374999.66
47776,1193,4,32625000
47776,1193,5,15374999
47776,1193,6,4125000.5
47776,1193,7,374999.66
47776,1193,8,31875000
47776,1579,-3,12000000
47776,1579,-1,2823393.5
47776,1579,1,2100000.25
47776,1579,2,3299999.75
47776,1579,3,59999.94
47776,1579,4,7260000
47776,1579,5,4380000
47776,1579,6,1739999.75
47776,1579,7,299999.72
47776,1579,8,7140000.5
47776,1386,-3,13000000
47776,1386,-1,1889294
47776,1386,1,845000
47776,1386,2,1625000
47776,1386,3,64999.94
47776,1386,4,5525000
47776,1386,5,2535000
47776,1386,6,585000.19
47776,1386,7,64999.94
47776,1386,8,5394999.5
47776,1323,-3,75000000
47776,1323,-1,11334013
47776,1323,1,10874999
47776,1323,2,55875000
47776,1323,3,1124998.88
47776,1323,4,39375000
47776,1323,5,374999.66
47776,1323,6,5624999
47776,1323,7,1124998.88
47776,1323,8,10874999
47776,1709,-3,12000000
47776,1709,-1,2823393.5
47776,1709,1,3419999.5
47776,1709,2,10260000
47776,1709,3,660000.06
47776,1709,4,8100000
47776,1709,5,179999.83
47776,1709,6,2100000.25
47776,1709,7,780000
47776,1709,8,3539999.5
47776,1516,-3,13000000
47776,1516,-1,1889294
47776,1516,1,1754999.88
47776,1516,2,9555000
47776,1516,3,194999.81
47776,1516,4,6565000
47776,1516,5,64999.94
47776,1516,6,845000
47776,1516,7,194999.81
47776,1516,8,1754999.88
