"event_id", "summary_id", "sidx", "loss"
26, 1, -1, 0.000000
26, 1, 3, 2512.552246
26, 1, 7, 4582.293945
26, 1, 8, 2705.047363
26, 1, 10, 1612.101685
26, 1, 13, 2466.961670
26, 1, 16, 246.012314
26, 1, 18, 233.766220
26, 1, 19, 1303.647705
26, 1, 20, 3949.653076
26, 1, 22, 4382.872559
26, 1, 25, 2660.178711
26, 1, 26, 261.597076
26, 1, 28, 30.670900
26, 1, 29, 222.940445
26, 1, 32, 5936.875000
26, 1, 33, 4773.926758
26, 1, 42, 6794.181152
26, 1, 48, 2217.983398
26, 1, 51, 18860.892578
26, 1, 54, 957.247314
26, 1, 59, 2312.511475
26, 1, 60, 8061.654785
26, 1, 63, 51.306446
26, 1, 64, 595.729980
26, 1, 66, 236.721100
26, 1, 67, 6846.229004
26, 1, 68, 7117.644043
26, 1, 70, 3997.172607
26, 1, 72, 1709.585205
26, 1, 73, 7833.482910
26, 1, 75, 2524.558105
26, 1, 77, 953.461243
26, 1, 82, 674.613281
26, 1, 86, 2335.348389
26, 1, 88, 434.225708
26, 1, 89, 2510.801514
26, 1, 90, 29.615040
26, 1, 91, 811.831116
26, 1, 92, 268.197662
26, 1, 98, 1944.921997
26, 1, 100, 1212.821289
26, 2, -1, 659.202637
26, 2, 1, 1073.528809
26, 2, 3, 5937.586914
26, 2, 4, 703.239746
26, 2, 7, 9387.156250
26, 2, 8, 6258.412109
26, 2, 9, 1516.464355
26, 2, 10, 4436.835938
26, 2, 12, 785.113525
26, 2, 13, 5861.602539
26, 2, 15, 60.420898
26, 2, 16, 2160.020508
26, 2, 18, 2139.610352
26, 2, 19, 3922.746094
26, 2, 20, 8332.754883
26, 2, 22, 9054.787109
26, 2, 23, 1047.034180
26, 2, 25, 6183.630859
26, 2, 26, 2185.995117
26, 2, 27, 347.087158
26, 2, 28, 1801.118164
26, 2, 29, 2121.567383
26, 2, 30, 854.929199
26, 2, 31, 1137.716797
26, 2, 32, 11644.791016
26, 2, 33, 9706.543945
26, 2, 35, 1647.372070
26, 2, 36, 1201.813477
26, 2, 37, 1678.047363
26, 2, 40, 1126.272949
26, 2, 41, 54.968506
26, 2, 42, 13073.634766
26, 2, 44, 1127.433594
26, 2, 48, 5446.638672
26, 2, 49, 140.802246
26, 2, 50, 711.029785
26, 2, 51, 33184.820312
26, 2, 52, 1675.167969
26, 2, 54, 3345.412109
26, 2, 57, 351.880859
26, 2, 59, 5604.185547
26, 2, 60, 15186.090820
26, 2, 63, 1835.510742
26, 2, 64, 2742.883301
26, 2, 65, 734.321777
26, 2, 66, 2144.535156
26, 2, 67, 13160.380859
26, 2, 68, 13612.739258
26, 2, 69, 1088.818359
26, 2, 70, 8411.954102
26, 2, 71, 375.027832
26, 2, 72, 4599.308594
26, 2, 73, 14805.804688
26, 2, 74, 1733.789062
26, 2, 75, 5957.596680
26, 2, 77, 3339.102051
26, 2, 78, 465.913574
26, 2, 82, 2874.355469
26, 2, 83, 46.706299
26, 2, 86, 5642.247070
26, 2, 88, 2473.709473
26, 2, 89, 5934.668945
26, 2, 90, 1799.358398
26, 2, 91, 3103.051758
26, 2, 92, 2196.996094
26, 2, 93, 864.119141
26, 2, 97, 1163.273438
26, 2, 98, 4991.536621
26, 2, 99, 1031.902344
26, 2, 100, 3771.368652
42, 1, -1, 2574.619385
42, 1, 1, 11187.396484
42, 1, 2, 4996.020996
42, 1, 3, 20.001417
42, 1, 4, 13625.158203
42, 1, 5, 3367.760986
42, 1, 6, 1250.886108
42, 1, 8, 22216.898438
42, 1, 9, 16773.554688
42, 1, 10, 5145.316406
42, 1, 11, 5118.509766
42, 1, 12, 20595.607422
42, 1, 13, 12942.757812
42, 1, 15, 634.635986
42, 1, 17, 3154.813721
42, 1, 18, 9885.368164
42, 1, 19, 18870.585938
42, 1, 20, 7903.635254
42, 1, 21, 17333.289062
42, 1, 22, 2984.826660
42, 1, 23, 10497.275391
42, 1, 24, 3398.812744
42, 1, 25, 5404.158691
42, 1, 26, 3291.632568
42, 1, 27, 3513.484131
42, 1, 28, 19825.623047
42, 1, 29, 14453.470703
42, 1, 30, 35071.160156
42, 1, 31, 22639.917969
42, 1, 32, 4256.759766
42, 1, 33, 4716.888672
42, 1, 34, 6909.048340
42, 1, 35, 8683.861328
42, 1, 36, 252.118073
42, 1, 37, 27712.009766
42, 1, 38, 7100.618652
42, 1, 39, 5943.403809
42, 1, 40, 15812.893555
42, 1, 41, 4342.229980
42, 1, 42, 6426.833496
42, 1, 43, 876.392029
42, 1, 44, 22243.037109
42, 1, 45, 4703.005371
42, 1, 46, 6009.453613
42, 1, 47, 10742.974609
42, 1, 48, 21875.162109
42, 1, 49, 8960.509766
42, 1, 50, 9171.002930
42, 1, 51, 6096.415527
42, 1, 52, 11329.548828
42, 1, 53, 3890.207275
42, 1, 54, 10766.112305
42, 1, 55, 6832.993164
42, 1, 56, 23017.617188
42, 1, 57, 5082.992676
42, 1, 58, 3284.333252
42, 1, 59, 3932.635742
42, 1, 60, 1820.572632
42, 1, 61, 3414.105713
42, 1, 62, 2408.513184
42, 1, 63, 19755.736328
42, 1, 64, 6092.031738
42, 1, 65, 32598.638672
42, 1, 66, 13125.743164
42, 1, 67, 14297.667969
42, 1, 68, 6828.185547
42, 1, 69, 3662.499268
42, 1, 70, 7078.131836
42, 1, 71, 17702.386719
42, 1, 72, 3009.253174
42, 1, 73, 5997.885742
42, 1, 74, 18429.783203
42, 1, 75, 3961.616699
42, 1, 76, 1895.458130
42, 1, 77, 2616.169922
42, 1, 78, 5400.800781
42, 1, 79, 1744.088135
42, 1, 80, 4030.389404
42, 1, 81, 11104.123047
42, 1, 82, 11750.082031
42, 1, 83, 419.073639
42, 1, 84, 9139.581055
42, 1, 85, 54419.046875
42, 1, 86, 15000.586914
42, 1, 87, 5211.137695
42, 1, 88, 4997.749023
42, 1, 90, 12368.351562
42, 1, 91, 8816.833984
42, 1, 92, 545.088623
42, 1, 93, 4094.424072
42, 1, 94, 21277.462891
42, 1, 95, 13952.764648
42, 1, 96, 4688.169434
42, 1, 97, 18323.578125
42, 1, 98, 9275.884766
42, 1, 99, 8508.812500
42, 1, 100, 13455.178711
42, 2, -1, 6041.032227
42, 2, 1, 20395.660156
42, 2, 2, 10076.701172
42, 2, 3, 1783.335693
42, 2, 4, 24458.595703
42, 2, 5, 7362.934570
42, 2, 6, 3834.810059
42, 2, 8, 38778.164062
42, 2, 9, 29705.923828
42, 2, 10, 10325.527344
42, 2, 11, 10280.849609
42, 2, 12, 36076.011719
42, 2, 13, 23321.261719
42, 2, 15, 2807.726562
42, 2, 17, 7008.022461
42, 2, 18, 18225.613281
42, 2, 19, 33200.976562
42, 2, 20, 14922.724609
42, 2, 21, 30638.814453
42, 2, 22, 6724.710938
42, 2, 23, 19245.458984
42, 2, 24, 7414.687500
42, 2, 25, 10756.930664
42, 2, 26, 7236.054199
42, 2, 27, 7605.806641
42, 2, 28, 34792.703125
42, 2, 29, 25839.117188
42, 2, 30, 60201.929688
42, 2, 31, 39483.195312
42, 2, 32, 8844.599609
42, 2, 33, 9611.480469
42, 2, 34, 13265.080078
42, 2, 35, 16223.101562
42, 2, 36, 2170.196777
42, 2, 37, 47936.679688
42, 2, 38, 13584.364258
42, 2, 39, 11655.672852
42, 2, 40, 28104.822266
42, 2, 41, 8987.049805
42, 2, 42, 12461.388672
42, 2, 43, 3210.653320
42, 2, 44, 38821.726562
42, 2, 45, 9588.341797
42, 2, 46, 11765.755859
42, 2, 47, 19654.957031
42, 2, 48, 38208.601562
42, 2, 49, 16684.181641
42, 2, 50, 17035.003906
42, 2, 51, 11910.692383
42, 2, 52, 20632.580078
42, 2, 53, 8233.678711
42, 2, 54, 19693.519531
42, 2, 55, 13138.321289
42, 2, 56, 40112.695312
42, 2, 57, 10221.654297
42, 2, 58, 7223.888672
42, 2, 59, 8304.392578
42, 2, 60, 4784.287598
42, 2, 61, 7440.175781
42, 2, 62, 5764.188477
42, 2, 63, 34676.226562
42, 2, 64, 11903.385742
42, 2, 65, 56081.062500
42, 2, 66, 23626.238281
42, 2, 67, 25579.445312
42, 2, 68, 13130.308594
42, 2, 69, 7854.165039
42, 2, 70, 13546.885742
42, 2, 71, 31253.976562
42, 2, 72, 6765.421875
42, 2, 73, 11746.475586
42, 2, 74, 32466.304688
42, 2, 75, 8352.694336
42, 2, 76, 4909.096680
42, 2, 77, 6110.283203
42, 2, 78, 10751.333984
42, 2, 79, 4656.813477
42, 2, 80, 8467.315430
42, 2, 81, 20256.871094
42, 2, 82, 21333.468750
42, 2, 83, 2448.456055
42, 2, 84, 16982.634766
42, 2, 85, 92448.406250
42, 2, 86, 26750.976562
42, 2, 87, 10435.229492
42, 2, 88, 10079.581055
42, 2, 90, 22363.917969
42, 2, 91, 16444.722656
42, 2, 92, 2658.480957
42, 2, 93, 8574.040039
42, 2, 94, 37212.437500
42, 2, 95, 25004.607422
42, 2, 96, 9563.615234
42, 2, 97, 32289.296875
42, 2, 98, 17209.806641
42, 2, 99, 15931.353516
42, 2, 100, 24175.296875
56, 1, -1, 444.900604
56, 1, 4, 1200.849609
56, 1, 6, 934.755493
56, 1, 7, 5719.613770
56, 1, 9, 846.101379
56, 1, 10, 6235.326660
56, 1, 11, 391.741425
56, 1, 13, 8013.800781
56, 1, 15, 3199.942627
56, 1, 16, 515.776489
56, 1, 17, 3656.785645
56, 1, 18, 9927.122070
56, 1, 19, 787.074036
56, 1, 20, 14056.950195
56, 1, 21, 7502.312012
56, 1, 22, 3028.631104
56, 1, 23, 20921.574219
56, 1, 24, 4000.319580
56, 1, 26, 11641.164062
56, 1, 30, 390.416321
56, 1, 31, 1812.624390
56, 1, 32, 2146.174316
56, 1, 34, 4111.396973
56, 1, 39, 1027.869507
56, 1, 41, 5115.567871
56, 1, 42, 15809.316406
56, 1, 44, 3707.916992
56, 1, 48, 1241.688965
56, 1, 49, 3470.581787
56, 1, 50, 6446.895996
56, 1, 51, 281.061920
56, 1, 52, 1398.500977
56, 1, 53, 4505.975098
56, 1, 54, 3520.640137
