"event_id", "item_id", "sidx", "loss"
26, 69, -1, 483.792450
26, 69, -2, 3175.146973
26, 69, 52, 10442.903320
26, 69, 68, 7606.233887
26, 70, -1, 483.792450
26, 70, -2, 3175.146973
26, 70, 21, 30984.744141
26, 70, 38, 9332.303711
26, 70, 87, 12975.028320
26, 73, -1, 241.047180
26, 73, -2, 1582.001709
26, 73, 5, 7466.224121
26, 73, 18, 1548.014893
26, 73, 62, 3221.577393
26, 73, 88, 1615.413086
26, 73, 96, 5592.442383
26, 74, -1, 241.047180
26, 74, -2, 1582.001709
26, 74, 25, 2306.403809
26, 71, -1, 140.281006
26, 71, -2, 816.354797
26, 71, 52, 4243.005859
26, 71, 68, 2614.983398
26, 72, -1, 140.281006
26, 72, -2, 816.354797
26, 72, 21, 6449.383301
26, 72, 38, 3950.408447
26, 72, 87, 4646.573730
26, 75, -1, 66.235092
26, 75, -2, 385.450256
26, 75, 5, 2302.696777
26, 75, 18, 893.781006
26, 75, 62, 1084.670898
26, 75, 88, 900.466003
26, 75, 96, 2073.065674
26, 76, -1, 66.235092
26, 76, -2, 385.450256
26, 76, 25, 970.122437
26, 88, -1, 0.000000
26, 88, -2, 0.000000
26, 87, -1, 6402.370117
26, 87, -2, 32287.187500
26, 87, 42, 80519.085938
26, 87, 51, 185789.000000
26, 87, 68, 54449.531250
26, 87, 92, 61837.765625
26, 86, -1, 156.169098
26, 86, -2, 591.227661
26, 86, 8, 1681.553955
26, 86, 27, 2399.415771
26, 86, 39, 1910.838501
26, 86, 60, 1472.925049
26, 86, 83, 2293.044922
26, 86, 84, 2018.297363
26, 85, -1, 0.000000
26, 85, -2, 0.000000
26, 89, -1, 0.000000
26, 89, -2, 0.000000
26, 27, -1, 0.000000
26, 27, -2, 0.000000
26, 29, -1, 601.663513
26, 29, -2, 1682.932129
26, 29, 7, 2247.178955
26, 29, 11, 3721.222656
26, 29, 17, 2687.747803
26, 29, 20, 1050.228638
26, 29, 28, 1201.974731
26, 29, 29, 864.506409
26, 29, 31, 6462.391602
26, 29, 38, 3860.082275
26, 29, 49, 1369.507935
26, 29, 53, 3442.186279
26, 29, 55, 4128.956543
26, 29, 62, 7708.756348
26, 29, 64, 3229.270508
26, 29, 68, 3943.183105
26, 29, 70, 9888.079102
26, 29, 77, 7050.860352
26, 29, 83, 2025.860962
26, 29, 86, 6111.377441
26, 29, 95, 7856.660645
26, 29, 98, 4678.688477
26, 30, -1, 601.663513
26, 30, -2, 1682.932129
26, 30, 1, 5183.054688
26, 30, 20, 832.528564
26, 30, 22, 1059.568848
26, 30, 24, 5964.544922
26, 30, 25, 4519.789551
26, 30, 28, 4857.162598
26, 30, 60, 6429.872070
26, 30, 63, 881.108215
26, 30, 65, 6393.009277
26, 30, 70, 7159.895508
26, 30, 71, 890.734802
26, 30, 72, 6301.275879
26, 30, 87, 3881.672363
26, 30, 90, 671.457581
26, 30, 100, 3394.540527
26, 33, -1, 0.000000
26, 33, -2, 0.000000
26, 28, -1, 887.676697
26, 28, -2, 2293.422363
26, 28, 1, 6414.816895
26, 28, 2, 3455.986328
26, 28, 3, 10981.042969
26, 28, 11, 8909.011719
26, 28, 15, 7261.658203
26, 28, 26, 10065.587891
26, 28, 27, 250.636551
26, 28, 31, 6793.129883
26, 28, 38, 7312.722168
26, 28, 47, 12232.781250
26, 28, 56, 8757.231445
26, 28, 59, 6395.841797
26, 28, 60, 8251.962891
26, 28, 66, 7310.809082
26, 28, 72, 5603.921875
26, 28, 74, 7315.205078
26, 28, 89, 3015.504150
26, 28, 92, 4041.141602
26, 28, 94, 9882.269531
26, 28, 95, 2761.688965
26, 28, 100, 12521.994141
26, 31, -1, 368.372375
26, 31, -2, 951.735657
26, 31, 7, 1568.413330
26, 31, 11, 2338.168701
26, 31, 17, 1809.503662
26, 31, 20, 935.802002
26, 31, 28, 1012.834167
26, 31, 29, 844.815369
26, 31, 31, 3562.864258
26, 31, 38, 2404.811768
26, 31, 49, 1097.685791
26, 31, 50, 349.067596
26, 31, 53, 2202.482910
26, 31, 55, 2529.485596
26, 31, 62, 4099.046387
26, 31, 64, 2096.508057
26, 31, 68, 2443.517090
26, 31, 70, 5010.234375
26, 31, 77, 3816.175049
26, 31, 83, 1446.635620
26, 31, 86, 3410.155762
26, 31, 89, 19.693869
26, 31, 95, 4161.516113
26, 31, 98, 2778.014404
26, 32, -1, 368.372375
26, 32, -2, 951.735657
26, 32, 1, 3002.890137
26, 32, 8, 404.807617
26, 32, 20, 829.570557
26, 32, 22, 940.560303
26, 32, 24, 3344.618896
26, 32, 25, 2707.509033
26, 32, 28, 2858.642090
26, 32, 60, 3548.491455
26, 32, 63, 852.729919
26, 32, 65, 3532.198975
26, 32, 70, 3864.910400
26, 32, 71, 857.319153
26, 32, 72, 3491.654541
26, 32, 82, 332.069580
26, 32, 87, 2415.192139
26, 32, 90, 749.828613
26, 32, 100, 2178.769287
26, 34, -1, 1185.853760
26, 34, -2, 3063.801025
26, 34, 3, 3249.637939
26, 34, 17, 2217.586426
26, 34, 24, 6760.537109
26, 34, 25, 164.376740
26, 34, 29, 9333.062500
26, 34, 30, 8905.930664
26, 34, 33, 4811.690918
26, 34, 36, 9419.499023
26, 34, 40, 1034.024414
26, 34, 42, 3549.888184
26, 34, 51, 8196.299805
26, 34, 52, 12119.372070
26, 34, 65, 5881.229980
26, 34, 76, 11492.001953
26, 34, 77, 5814.852539
26, 34, 82, 6857.424805
26, 34, 86, 9785.963867
26, 34, 87, 6969.438477
26, 34, 99, 5997.948242
26, 66, -1, 91.242714
26, 66, -2, 777.599731
26, 66, 16, 8608.467773
26, 66, 57, 7784.773926
26, 66, 82, 8303.843750
26, 67, -1, 91.242714
26, 67, -2, 777.599731
26, 67, 15, 5297.088379
26, 67, 36, 2964.952393
26, 68, -1, 91.242714
26, 68, -2, 777.599731
26, 68, 3, 4478.110352
26, 61, -1, 9.793943
26, 61, -2, 134.582138
26, 62, -1, 9.793943
26, 62, -2, 134.582138
26, 57, -1, 129.730392
26, 57, -2, 1512.448730
26, 58, -1, 129.730392
26, 58, -2, 1512.448730
26, 63, -1, 261.144257
26, 63, -2, 2482.614014
26, 63, 16, 30799.777344
26, 63, 57, 25787.455078
26, 63, 82, 28946.021484
26, 64, -1, 261.144257
26, 64, -2, 2482.614014
26, 64, 15, 12083.334961
26, 64, 36, 5456.480469
26, 65, -1, 261.144257
26, 65, -2, 2482.614014
26, 65, 3, 9482.883789
26, 59, -1, 49.279949
26, 59, -2, 469.738098
26, 59, 5, 444.613159
26, 60, -1, 49.279949
26, 60, -2, 469.738098
26, 3, -1, 0.000000
26, 3, -2, 0.000000
26, 2, -1, 2335.742920
26, 2, -2, 5475.568848
26, 2, 2, 259.408020
26, 2, 7, 11376.958008
26, 2, 8, 13395.230469
26, 2, 25, 21333.039062
26, 2, 27, 14438.342773
26, 2, 44, 8936.853516
26, 2, 54, 18302.541016
26, 2, 57, 14457.517578
26, 2, 60, 19248.386719
26, 2, 62, 5986.120605
26, 2, 64, 14354.941406
26, 2, 68, 11456.341797
26, 2, 81, 7002.011230
26, 2, 84, 11361.454102
26, 2, 89, 5024.537109
26, 2, 91, 18341.669922
26, 1, -1, 0.000000
26, 1, -2, 0.000000
26, 45, -1, 809.445251
26, 45, -2, 3506.174316
26, 45, 18, 15739.457031
26, 45, 25, 16133.055664
26, 45, 30, 12987.386719
26, 45, 35, 13912.497070
26, 45, 43, 9211.208008
26, 45, 65, 3862.300537
26, 45, 69, 13250.530273
26, 45, 76, 17736.759766
26, 45, 88, 11159.167969
26, 45, 100, 11493.401367
26, 46, -1, 809.445251
26, 46, -2, 3506.174316
26, 46, 39, 16128.492188
26, 46, 40, 10028.261719
26, 46, 41, 7864.721191
26, 46, 50, 20898.626953
26, 46, 55, 17336.144531
26, 46, 59, 8973.916992
26, 46, 66, 13929.069336
26, 46, 68, 23622.248047
26, 46, 96, 14417.096680
26, 47, -1, 809.445251
26, 47, -2, 3506.174316
26, 47, 6, 15673.640625
26, 47, 9, 17877.484375
26, 47, 37, 750.500732
26, 47, 38, 15425.225586
26, 47, 53, 1190.477051
26, 47, 57, 9865.567383
26, 47, 67, 34337.218750
26, 47, 75, 13361.651367
26, 47, 87, 3641.194824
26, 51, -1, 321.124573
26, 51, -2, 1390.975220
26, 51, 24, 9024.323242
26, 51, 30, 6222.595215
26, 51, 42, 2386.426758
26, 51, 44, 4977.283691
26, 51, 48, 5812.108887
26, 51, 54, 5584.695801
26, 51, 100, 3079.046631
26, 52, -1, 321.124573
26, 52, -2, 1390.975220
26, 52, 18, 4200.919434
26, 52, 47, 3730.218506
26, 52, 49, 6046.993652
26, 52, 62, 1284.148193
26, 52, 66, 2051.762695
26, 52, 68, 4833.881348
26, 52, 99, 1072.714233
26, 53, -1, 321.124573
26, 53, -2, 1390.975220
26, 53, 28, 4133.857910
26, 53, 35, 4896.636719
26, 53, 36, 7867.666016
26, 53, 48, 5058.819336
26, 53, 75, 2313.253906
26, 48, -1, 351.173737
26, 48, -2, 1361.812012
26, 48, 18, 6040.237793
26, 48, 25, 6098.694336
26, 48, 30, 5622.005859
26, 48, 35, 5764.326172
26, 48, 43, 5024.794922
26, 48, 65, 3787.419189
26, 48, 69, 5662.366699
26, 48, 76, 6333.978516
26, 48, 88, 5335.733398
26, 48, 100, 5388.611328
26, 49, -1, 351.173737
26, 49, -2, 1361.812012
26, 49, 39, 6098.016602
26, 49, 40, 5155.852539
26, 49, 41, 4799.386719
26, 49, 50, 6784.187500
26, 49, 55, 6275.242188
26, 49, 59, 4987.876953
26, 49, 66, 5766.860352
26, 49, 68, 7162.054199
26, 49, 96, 5841.483887
26, 50, -1, 351.173737
26, 50, -2, 1361.812012
26, 50, 6, 6030.462891
26, 50, 9, 6354.170898
26, 50, 37, 1849.806763
26, 50, 38, 5991.942871
26, 50, 50, 1768.097412
26, 50, 53, 1910.504272
26, 50, 57, 5129.755859
26, 50, 67, 8608.787109
26, 50, 75, 5679.410645
26, 50, 87, 3664.073242
26, 54, -1, 237.461868
26, 54, -2, 920.850220
26, 54, 1, 1189.029419
26, 54, 24, 4762.432129
26, 54, 30, 4078.912598
26, 54, 42, 3005.921143
26, 54, 44, 3755.410645
26, 54, 48, 3974.097900
26, 54, 54, 3914.828125
26, 54, 100, 3233.567139
26, 55, -1, 237.461868
26, 55, -2, 920.850220
26, 55, 18, 3547.954102
26, 55, 47, 3418.500244
26, 55, 49, 4032.528809
26, 55, 62, 2256.285156
26, 55, 66, 2870.195801
26, 55, 68, 3717.441162
26, 55, 99, 1530.196655
26, 56, -1, 237.461868
26, 56, -2, 920.850220
26, 56, 28, 3530.095703
26, 56, 35, 3734.057373
26, 56, 36, 4485.721680
26, 56, 48, 3776.999268
26, 56, 75, 2975.849121
26, 13, -1, 582.031189
26, 13, -2, 1450.810425
26, 13, 1, 4596.659668
26, 13, 3, 3845.637451
26, 13, 7, 4966.609375
26, 13, 8, 3499.464844
26, 13, 22, 3459.047607
26, 13, 32, 3728.930664
26, 13, 40, 3367.663574
26, 13, 48, 4348.798828
26, 13, 60, 4926.005371
26, 13, 63, 4008.752930
26, 13, 66, 2949.406982
26, 13, 70, 3692.392822
26, 13, 71, 3894.259033
26, 13, 73, 4747.997070
26, 13, 88, 4416.777344
26, 13, 91, 3478.886230
26, 14, -1, 582.031189
26, 14, -2, 1450.810425
26, 14, 7, 3876.826172
26, 14, 8, 3796.842285
26, 14, 10, 3595.529541
26, 14, 20, 3676.115234
26, 14, 31, 4702.407227
26, 14, 37, 3404.120850
26, 14, 54, 3596.067139
26, 14, 55, 3046.580811
26, 14, 64, 3257.512451
26, 14, 65, 4511.295898
26, 14, 67, 4004.477539
26, 14, 78, 4383.836914
26, 14, 86, 4090.772949
26, 14, 94, 3026.281738
26, 15, -1, 582.031189
26, 15, -2, 1450.810425
26, 15, 2, 3062.222656
26, 15, 3, 3711.084961
26, 15, 14, 3882.868164
26, 15, 23, 4658.335938
26, 15, 26, 3888.315918
26, 15, 30, 4567.068848
26, 15, 33, 4783.298340
26, 15, 50, 4500.361816
26, 15, 58, 3072.945312
26, 15, 59, 4388.216797
26, 15, 62, 3067.373535
26, 15, 69, 3400.363770
26, 15, 73, 3192.675537
26, 15, 75, 2527.337891
26, 15, 83, 4187.136230
26, 15, 86, 4089.377197
26, 15, 97, 4303.195801
26, 15, 99, 4251.650391
26, 16, -1, 582.031189
26, 16, -2, 1450.810425
26, 16, 12, 3240.442139
26, 16, 17, 3311.122314
26, 16, 52, 4951.478027
26, 16, 60, 3944.762939
26, 16, 66, 4835.311523
26, 16, 73, 4759.907227
26, 16, 82, 4072.412109
26, 16, 89, 4041.089844
26, 16, 98, 3690.414307
26, 16, 100, 4565.257812
26, 17, -1, 582.031189
26, 17, -2, 1450.810425
26, 17, 13, 3936.097656
26, 17, 16, 4552.810547
26, 17, 19, 4317.542969
26, 17, 22, 3999.687988
26, 17, 33, 3901.479980
26, 17, 35, 4939.643555
26, 17, 44, 2412.010010
26, 17, 64, 3174.625000
26, 17, 77, 3699.011719
26, 17, 82, 4082.112793
26, 18, -1, 582.031189
26, 18, -2, 1450.810425
26, 18, 13, 5632.760254
26, 18, 19, 3684.465576
26, 18, 22, 5078.431641
26, 18, 32, 4778.743164
26, 18, 33, 4912.818848
26, 18, 34, 3552.443604
26, 18, 40, 3976.952393
26, 18, 51, 3064.321533
26, 18, 59, 5054.107422
26, 18, 68, 3442.040771
26, 18, 73, 6365.512207
26, 18, 77, 3260.905518
26, 18, 79, 3973.406006
26, 18, 86, 3914.832031
26, 18, 89, 3500.872559
26, 18, 90, 5014.739258
26, 18, 93, 4571.099609
26, 18, 95, 3349.447021
26, 18, 100, 4010.634277
26, 21, -1, 575.026794
26, 21, -2, 1433.350830
26, 21, 1, 3037.660645
26, 21, 4, 4230.183594
26, 21, 8, 3938.780029
26, 21, 12, 4402.476562
26, 21, 19, 3676.911621
26, 21, 25, 3674.845703
26, 21, 26, 4407.535645
26, 21, 28, 4328.211914
26, 21, 39, 3563.626709
26, 21, 48, 4268.500977
26, 21, 63, 4087.182373
26, 21, 68, 3628.527344
26, 21, 71, 3455.267578
26, 21, 77, 4420.042480
26, 21, 88, 3964.464600
26, 21, 89, 4443.212402
26, 21, 98, 3215.412109
26, 21, 99, 3396.358154
26, 22, -1, 575.026794
26, 22, -2, 1433.350830
26, 22, 4, 3742.782715
26, 22, 7, 4111.773926
26, 22, 10, 4723.661133
26, 22, 17, 2855.137207
26, 22, 22, 4253.542480
26, 22, 24, 3743.198975
26, 22, 28, 4219.625000
26, 22, 44, 3770.684814
26, 22, 68, 4403.636719
26, 22, 72, 3573.658203
26, 22, 81, 3681.510742
26, 22, 97, 3408.516846
26, 25, -1, 721.280762
26, 25, -2, 1797.913208
26, 25, 3, 5421.184570
26, 25, 8, 4671.564453
26, 25, 20, 5081.225586
26, 25, 29, 5186.718262
26, 25, 38, 3813.624512
26, 25, 39, 4238.134766
26, 25, 40, 4716.552246
26, 25, 42, 7019.419922
26, 25, 57, 4179.493164
26, 25, 59, 4320.765137
26, 25, 67, 6220.505371
26, 25, 70, 5056.498535
26, 25, 79, 3297.878174
26, 25, 87, 4231.597656
26, 25, 98, 3991.773926
26, 26, -1, 721.280762
26, 26, -2, 1797.913208
26, 26, 9, 5930.166504
26, 26, 15, 4786.195801
26, 26, 18, 6152.090820
