event_id,summary_id,sidx,loss
26,1,-1,2335.742920
26,1,2,259.408020
26,1,7,11376.958008
26,1,8,13395.230469
26,1,25,21333.039062
26,1,27,14438.342773
26,1,44,8936.853516
26,1,54,18302.541016
26,1,57,14457.517578
26,1,60,19248.386719
26,1,62,5986.120605
26,1,64,14354.941406
26,1,68,11456.341797
26,1,81,7002.011230
26,1,84,11361.454102
26,1,89,5024.537109
26,1,91,18341.669922
26,2,-1,1014.656372
26,2,10,9179.082031
26,2,16,5449.052246
26,2,25,11052.607422
26,2,32,32185.212891
26,2,33,3567.746826
26,2,41,13319.892578
26,2,42,194.055099
26,2,75,34452.796875
26,2,77,18.174500
26,3,-1,10723.323242
26,3,1,16789.585938
26,3,2,3619.421875
26,3,3,19564.851562
26,3,7,30557.564453
26,3,8,17342.855469
26,3,10,8224.093750
26,3,12,5157.729004
26,3,13,36646.328125
26,3,14,10680.519531
26,3,16,16391.039062
26,3,17,5769.120117
26,3,19,23374.912109
26,3,20,8913.022461
26,3,22,39576.093750
26,3,23,17288.144531
26,3,26,10725.148438
26,3,30,16519.724609
26,3,31,17650.875000
26,3,32,27693.925781
26,3,33,48658.441406
26,3,34,7824.440430
26,3,35,19689.488281
26,3,37,6566.147461
26,3,40,17705.089844
26,3,44,2412.010010
26,3,48,14657.443359
26,3,50,15944.125000
26,3,51,3637.873047
26,3,52,19800.673828
26,3,54,8229.080078
26,3,55,3466.615723
26,3,58,3713.677490
26,3,59,35616.734375
26,3,60,30777.052734
26,3,62,3664.700439
26,3,63,11766.280273
26,3,64,9866.596680
26,3,65,16037.294922
26,3,66,21728.148438
26,3,67,11729.844727
26,3,68,6905.616211
26,3,69,6532.513672
26,3,70,9044.666016
26,3,71,10773.834961
26,3,73,72620.828125
26,3,75,2527.337891
26,3,77,14446.398438
26,3,78,14963.659180
26,3,79,11462.317383
26,3,82,24697.431641
26,3,83,13286.828125
26,3,86,35869.000000
26,3,88,15252.130859
26,3,89,19440.896484
26,3,90,20297.425781
26,3,91,7220.510254
26,3,93,16556.484375
26,3,94,3257.950928
26,3,95,6070.526367
26,3,97,14273.597656
26,3,98,9028.665039
26,3,99,13846.045898
26,3,100,28285.482422
26,4,-1,3562.031982
26,4,1,3692.202637
26,4,4,23885.929688
26,4,7,13025.878906
26,4,8,11534.335938
26,4,10,18317.828125
26,4,12,15535.211914
26,4,17,2855.137207
26,4,19,9242.983398
26,4,22,14246.580078
26,4,24,9841.910156
26,4,25,9223.687500
26,4,26,15576.375000
26,4,28,28852.320312
26,4,39,8283.763672
26,4,44,10081.565430
26,4,48,14373.912109
26,4,63,12812.946289
26,4,68,24389.523438
26,4,71,7331.541504
26,4,72,8371.166016
26,4,77,15678.130859
26,4,81,9286.371094
26,4,88,11757.178711
26,4,89,15871.787109
26,4,97,6938.010254
26,4,98,5254.159180
26,4,99,6827.919434
26,5,-1,5556.218262
26,5,3,23354.851562
26,5,8,14817.216797
26,5,9,29165.869141
26,5,15,16130.035156
26,5,18,31658.445312
26,5,20,53082.867188
26,5,29,20693.894531
26,5,35,15969.572266
26,5,36,18537.765625
26,5,37,29812.191406
26,5,38,4965.964355
26,5,39,9849.081055
26,5,40,15344.324219
26,5,42,41425.171875
26,5,43,12851.363281
26,5,48,26055.224609
26,5,49,21296.023438
26,5,57,9109.607422
26,5,59,10800.564453
26,5,60,25988.605469
26,5,67,61367.230469
26,5,68,25327.476562
26,5,69,27455.289062
26,5,70,31124.615234
26,5,72,22726.736328
26,5,74,22769.968750
26,5,78,10336.702148
26,5,79,3297.878174
26,5,87,9770.955078
26,5,89,13885.948242
26,5,91,13740.466797
26,5,98,31726.630859
26,6,-1,887.676697
26,6,1,6414.816895
26,6,2,3455.986328
26,6,3,10981.042969
26,6,11,8909.011719
26,6,15,7261.658203
26,6,26,10065.587891
26,6,27,250.636551
26,6,31,6793.129883
26,6,38,7312.722168
26,6,47,12232.781250
26,6,56,8757.231445
26,6,59,6395.841797
26,6,60,8251.962891
26,6,66,7310.809082
26,6,72,5603.921875
26,6,74,7315.205078
26,6,89,3015.504150
26,6,92,4041.141602
26,6,94,9882.269531
26,6,95,2761.688965
26,6,100,12521.994141
26,7,-1,1940.071777
26,7,1,8185.944824
26,7,7,3815.592285
26,7,8,404.807617
26,7,11,6059.391602
26,7,17,4497.251465
26,7,20,3648.129639
26,7,22,2000.129150
26,7,24,9309.164062
26,7,25,7227.298828
26,7,28,9930.613281
26,7,29,1709.321777
26,7,31,10025.255859
26,7,38,6264.894043
26,7,49,2467.193848
26,7,50,349.067596
26,7,53,5644.668945
26,7,55,6658.442383
26,7,60,9978.363281
26,7,62,11807.802734
26,7,63,1733.838135
26,7,64,5325.778320
26,7,65,9925.208008
26,7,68,6386.700195
26,7,70,25923.119141
26,7,71,1748.053955
26,7,72,9792.930664
26,7,77,10867.035156
26,7,82,332.069580
26,7,83,3472.496582
26,7,86,9521.533203
