Summary_id,type, return_period, Loss_mean
1, 1, 10000.000000,7248.250488
1, 1, 7500.000000,6991.243164
1, 1, 5000.000000,6734.235840
1, 1, 1000.000000,5760.383789
1, 1, 500.000000,5039.050293
1, 1, 250.000000,4692.480469
1, 1, 200.000000,2335.742920
1, 1, 100.000000,0.000000
1, 1, 50.000000,0.000000
1, 1, 25.000000,0.000000
1, 1, 20.000000,0.000000
1, 1, 10.000000,0.000000
1, 1, 5.000000,0.000000
1, 1, 2.000000,0.000000
1, 2, 10000.000000,9101.307617
1, 2, 7500.000000,8504.832031
1, 2, 5000.000000,7908.357422
1, 2, 1000.000000,6212.814453
1, 2, 500.000000,5307.168945
1, 2, 250.000000,3976.760254
1, 2, 200.000000,2293.074707
1, 2, 100.000000,0.000000
1, 2, 50.000000,0.000000
1, 2, 25.000000,0.000000
1, 2, 20.000000,0.000000
1, 2, 10.000000,0.000000
1, 2, 5.000000,0.000000
1, 2, 2.000000,0.000000
2, 1, 10000.000000,4885.427734
2, 1, 7500.000000,4878.507812
2, 1, 5000.000000,4871.587891
2, 1, 1000.000000,4346.360352
2, 1, 500.000000,4136.081543
2, 1, 250.000000,3856.742432
2, 1, 200.000000,3823.790283
2, 1, 100.000000,316.451538
2, 1, 50.000000,0.000000
2, 1, 25.000000,0.000000
2, 1, 20.000000,0.000000
2, 1, 10.000000,0.000000
2, 1, 5.000000,0.000000
2, 1, 2.000000,0.000000
2, 2, 10000.000000,6678.869629
2, 2, 7500.000000,6298.627930
2, 2, 5000.000000,5918.385742
2, 2, 1000.000000,5246.081543
2, 2, 500.000000,4650.291992
2, 2, 250.000000,3754.885010
2, 2, 200.000000,3422.777100
2, 2, 100.000000,301.094482
2, 2, 50.000000,0.000000
2, 2, 25.000000,0.000000
2, 2, 20.000000,0.000000
2, 2, 10.000000,0.000000
2, 2, 5.000000,0.000000
2, 2, 2.000000,0.000000
3, 1, 10000.000000,19654.890625
3, 1, 7500.000000,19534.562500
3, 1, 5000.000000,19414.234375
3, 1, 1000.000000,18450.783203
3, 1, 500.000000,17749.576172
3, 1, 250.000000,16706.982422
3, 1, 200.000000,16362.919922
