Summary_id,type, return_period, Loss
1, 1, 10000.000000,7248.250488
1, 1, 5000.000000,6734.228027
1, 1, 3333.333252,6572.628418
1, 1, 2500.000000,6572.628418
1, 1, 2000.000000,6501.084961
1, 1, 1666.666626,6498.389648
1, 1, 1428.571411,6304.017090
1, 1, 1250.000000,6158.062988
1, 1, 1111.111084,5901.612793
1, 1, 1000.000000,5760.388672
1, 1, 909.090881,5510.054688
1, 1, 833.333313,5446.981445
1, 1, 769.230774,5287.234863
1, 1, 714.285706,5203.062500
1, 1, 666.666687,5199.801758
1, 1, 625.000000,5065.527832
1, 1, 588.235291,5064.839355
1, 1, 555.555542,5044.609375
1, 1, 526.315796,5039.746094
1, 1, 500.000000,5039.053223
1, 1, 476.190491,5004.788086
1, 1, 454.545441,4994.166016
1, 1, 434.782623,4967.476562
1, 1, 416.666656,4962.146973
1, 1, 400.000000,4960.151855
1, 1, 384.615387,4936.395020
1, 1, 370.370361,4932.308105
1, 1, 357.142853,4926.055664
1, 1, 344.827576,4892.884277
1, 1, 333.333344,4831.764648
1, 1, 322.580658,4828.188477
1, 1, 312.500000,4815.450684
1, 1, 303.030304,4762.315918
1, 1, 294.117645,4761.666504
1, 1, 285.714294,4754.888672
1, 1, 277.777771,4751.499023
1, 1, 270.270264,4727.904785
1, 1, 263.157898,4726.471191
1, 1, 256.410248,4718.272461
1, 1, 250.000000,4692.470215
1, 1, 243.902435,4689.010742
1, 1, 238.095245,4283.210449
1, 1, 232.558136,4227.170898
1, 1, 227.272720,3878.638184
1, 1, 222.222229,3598.296631
1, 1, 217.391312,3177.950439
1, 1, 212.765961,2914.425537
1, 1, 208.333328,2583.666504
1, 1, 204.081635,2352.916992
1, 1, 200.000000,2335.745361
1, 1, 196.078430,2246.488037
1, 1, 192.307693,2217.128174
1, 1, 188.679245,2140.089355
1, 1, 185.185181,2096.377197
1, 1, 181.818176,1872.319336
1, 1, 178.571426,1766.835327
1, 1, 175.438599,1495.708130
1, 1, 172.413788,1468.628784
1, 1, 169.491531,1439.738159
1, 1, 166.666672,1411.952026
1, 1, 163.934433,1097.700806
1, 1, 161.290329,886.606934
1, 1, 158.730164,809.433838
1, 1, 156.250000,389.277191
1, 1, 153.846161,359.397369
1, 1, 151.515152,285.671326
1, 1, 149.253738,276.425079
1, 1, 147.058823,275.126526
1, 1, 144.927536,236.908737
1, 1, 142.857147,170.700058
1, 1, 140.845078,36.630653
1, 1, 138.888885,16.036978
1, 1, 136.986298,6.872998
2, 1, 10000.000000,4885.431152
2, 1, 5000.000000,4871.586914
2, 1, 3333.333252,4821.396973
2, 1, 2500.000000,4793.445312
2, 1, 2000.000000,4735.812500
2, 1, 1666.666626,4735.812500
2, 1, 1428.571411,4485.348145
2, 1, 1250.000000,4479.458008
2, 1, 1111.111084,4356.078125
2, 1, 1000.000000,4346.355469
2, 1, 909.090881,4294.305664
2, 1, 833.333313,4244.083984
2, 1, 769.230774,4242.355469
2, 1, 714.285706,4209.003418
2, 1, 666.666687,4189.051758
2, 1, 625.000000,4187.306641
2, 1, 588.235291,4164.457520
2, 1, 555.555542,4152.607910
2, 1, 526.315796,4150.263672
2, 1, 500.000000,4136.074707
2, 1, 476.190491,4063.527832
2, 1, 454.545441,4032.534180
2, 1, 434.782623,4029.560547
2, 1, 416.666656,4011.522705
2, 1, 400.000000,3998.617920
2, 1, 384.615387,3983.562988
2, 1, 370.370361,3962.011963
2, 1, 357.142853,3950.785889
2, 1, 344.827576,3947.515625
2, 1, 333.333344,3947.515625
2, 1, 322.580658,3944.011230
2, 1, 312.500000,3912.065918
2, 1, 303.030304,3912.065918
2, 1, 294.117645,3910.169678
2, 1, 285.714294,3909.616699
2, 1, 277.777771,3894.057129
2, 1, 270.270264,3876.055176
2, 1, 263.157898,3864.929688
2, 1, 256.410248,3860.283691
2, 1, 250.000000,3856.739990
2, 1, 243.902435,3845.844971
2, 1, 238.095245,3841.205566
2, 1, 232.558136,3830.661865
2, 1, 227.272720,3829.541016
2, 1, 222.222229,3827.899414
2, 1, 217.391312,3826.576172
2, 1, 212.765961,3826.576172
2, 1, 208.333328,3824.898193
2, 1, 204.081635,3824.898193
2, 1, 200.000000,3823.793457
2, 1, 196.078430,3812.150146
2, 1, 192.307693,3808.606934
2, 1, 188.679245,3681.692139
2, 1, 185.185181,3614.905273
2, 1, 181.818176,3601.031006
2, 1, 178.571426,3566.822266
2, 1, 175.438599,3541.110840
2, 1, 172.413788,3503.583252
2, 1, 169.491531,3448.311523
2, 1, 166.666672,3428.142578
2, 1, 163.934433,3423.351807
2, 1, 161.290329,3392.452393
2, 1, 158.730164,3381.045410
2, 1, 156.250000,3329.821289
2, 1, 153.846161,3107.370117
2, 1, 151.515152,2983.470703
2, 1, 149.253738,2969.840576
2, 1, 147.058823,2895.166016
2, 1, 144.927536,2816.496338
2, 1, 142.857147,2591.175537
2, 1, 140.845078,2433.712891
2, 1, 138.888885,2392.991943
2, 1, 136.986298,2303.962891
2, 1, 135.135132,2263.832275
2, 1, 133.333328,2194.656494
2, 1, 131.578949,2058.516113
2, 1, 129.870132,1974.622437
2, 1, 128.205124,1841.422363
2, 1, 126.582275,1751.152100
2, 1, 125.000000,1740.396484
2, 1, 123.456787,1684.491455
2, 1, 121.951218,1679.871704
2, 1, 120.481926,1558.614502
2, 1, 119.047623,1432.829956
2, 1, 117.647057,1338.507935
2, 1, 116.279068,1302.296509
2, 1, 114.942528,1221.664062
2, 1, 113.636360,1040.046631
2, 1, 112.359550,1031.031494
2, 1, 111.111115,1014.658997
2, 1, 109.890106,932.784241
2, 1, 108.695656,927.925049
2, 1, 107.526878,794.232605
2, 1, 106.382980,780.369385
2, 1, 105.263161,530.453857
2, 1, 104.166664,484.914948
2, 1, 103.092781,446.275940
2, 1, 102.040817,374.079895
2, 1, 101.010101,341.925995
2, 1, 100.000000,316.455811
2, 1, 99.009903,306.569519
2, 1, 98.039215,277.596954
2, 1, 97.087379,256.221863
2, 1, 96.153847,211.208893
2, 1, 95.238098,199.582993
2, 1, 94.339622,186.299561
2, 1, 93.457947,166.909500
2, 1, 92.592590,165.053009
2, 1, 91.743118,158.035278
2, 1, 90.909088,148.817505
2, 1, 90.090088,121.046204
2, 1, 89.285713,114.433228
2, 1, 88.495575,106.022552
2, 1, 87.719299,83.023415
2, 1, 86.956520,57.249660
2, 1, 86.206894,48.708046
2, 1, 85.470085,27.650988
2, 1, 84.745766,27.017197
2, 1, 84.033615,14.684776
2, 1, 83.333336,5.027775
2, 1, 82.644630,2.513077
3, 1, 10000.000000,19654.884766
3, 1, 5000.000000,19414.228516
3, 1, 3333.333252,19133.595703
3, 1, 2500.000000,19087.433594
3, 1, 2000.000000,19065.029297
3, 1, 1666.666626,19012.955078
3, 1, 1428.571411,18633.199219
3, 1, 1250.000000,18492.003906
3, 1, 1111.111084,18453.921875
3, 1, 1000.000000,18450.771484
3, 1, 909.090881,18447.724609
3, 1, 833.333313,18444.566406
3, 1, 769.230774,18394.265625
3, 1, 714.285706,18327.185547
3, 1, 666.666687,18308.044922
3, 1, 625.000000,18268.205078
3, 1, 588.235291,18057.347656
3, 1, 555.555542,18045.861328
3, 1, 526.315796,18036.662109
3, 1, 500.000000,17749.578125
3, 1, 476.190491,17687.597656
3, 1, 454.545441,17684.410156
3, 1, 434.782623,17567.638672
3, 1, 416.666656,17537.337891
3, 1, 400.000000,17480.513672
3, 1, 384.615387,17445.648438
3, 1, 370.370361,17430.705078
3, 1, 357.142853,17430.705078
3, 1, 344.827576,17417.603516
3, 1, 333.333344,17339.070312
3, 1, 322.580658,17216.785156
3, 1, 312.500000,17201.789062
3, 1, 303.030304,17089.611328
3, 1, 294.117645,16996.421875
3, 1, 285.714294,16990.822266
3, 1, 277.777771,16943.673828
3, 1, 270.270264,16898.968750
3, 1, 263.157898,16896.240234
3, 1, 256.410248,16723.998047
3, 1, 250.000000,16706.982422
3, 1, 243.902435,16695.664062
3, 1, 238.095245,16567.537109
3, 1, 232.558136,16510.525391
