Summary_id, sidx, return_period, Loss
1,-1, 10000.000000,7248.250488
1,-1, 5000.000000,6734.228027
1,-1, 3333.333252,6572.628418
1,-1, 2500.000000,6572.628418
1,-1, 2000.000000,6501.084961
1,-1, 1666.666626,6498.389648
1,-1, 1428.571411,6304.017090
1,-1, 1250.000000,6158.062988
1,-1, 1111.111084,5901.612793
1,-1, 1000.000000,5760.388672
1,-1, 909.090881,5510.054688
1,-1, 833.333313,5446.981445
1,-1, 769.230774,5287.234863
1,-1, 714.285706,5203.062500
1,-1, 666.666687,5199.801758
1,-1, 625.000000,5065.527832
1,-1, 588.235291,5064.839355
1,-1, 555.555542,5044.609375
1,-1, 526.315796,5039.746094
1,-1, 500.000000,5039.053223
1,-1, 476.190491,5004.788086
1,-1, 454.545441,4994.166016
1,-1, 434.782623,4967.476562
1,-1, 416.666656,4962.146973
1,-1, 400.000000,4960.151855
1,-1, 384.615387,4936.395020
1,-1, 370.370361,4932.308105
1,-1, 357.142853,4926.055664
1,-1, 344.827576,4892.884277
1,-1, 333.333344,4831.764648
1,-1, 322.580658,4828.188477
1,-1, 312.500000,4815.450684
1,-1, 303.030304,4762.315918
1,-1, 294.117645,4761.666504
1,-1, 285.714294,4754.888672
1,-1, 277.777771,4751.499023
1,-1, 270.270264,4727.904785
1,-1, 263.157898,4726.471191
1,-1, 256.410248,4718.272461
1,-1, 250.000000,4692.470215
1,-1, 243.902435,4689.010742
1,-1, 238.095245,4283.210449
1,-1, 232.558136,4227.170898
1,-1, 227.272720,3878.638184
1,-1, 222.222229,3598.296631
1,-1, 217.391312,3177.950439
1,-1, 212.765961,2914.425537
1,-1, 208.333328,2583.666504
1,-1, 204.081635,2352.916992
1,-1, 200.000000,2335.745361
1,-1, 196.078430,2246.488037
1,-1, 192.307693,2217.128174
1,-1, 188.679245,2140.089355
1,-1, 185.185181,2096.377197
1,-1, 181.818176,1872.319336
1,-1, 178.571426,1766.835327
1,-1, 175.438599,1495.708130
1,-1, 172.413788,1468.628784
1,-1, 169.491531,1439.738159
1,-1, 166.666672,1411.952026
1,-1, 163.934433,1097.700806
1,-1, 161.290329,886.606934
1,-1, 158.730164,809.433838
1,-1, 156.250000,389.277191
1,-1, 153.846161,359.397369
1,-1, 151.515152,285.671326
1,-1, 149.253738,276.425079
1,-1, 147.058823,275.126526
1,-1, 144.927536,236.908737
1,-1, 142.857147,170.700058
1,-1, 140.845078,36.630653
1,-1, 138.888885,16.036978
1,-1, 136.986298,6.872998
1,1, 10000.000000,32470.691406
1,1, 5000.000000,23894.654297
1,1, 3333.333252,21298.767578
1,1, 2500.000000,20679.105469
1,1, 2000.000000,18768.611328
1,1, 1666.666626,18613.623047
1,1, 1428.571411,17861.386719
1,1, 1250.000000,17180.234375
1,1, 1111.111084,15983.900391
1,1, 1000.000000,12996.104492
1,1, 909.090881,12854.902344
1,1, 833.333313,12243.645508
1,1, 769.230774,12056.933594
1,1, 714.285706,11948.914062
1,1, 666.666687,11600.699219
1,1, 625.000000,11480.352539
1,1, 588.235291,9226.585938
1,1, 555.555542,8607.820312
1,1, 526.315796,4258.929688
1,2, 10000.000000,52558.656250
1,2, 5000.000000,26048.802734
1,2, 3333.333252,23456.208984
1,2, 2500.000000,22120.595703
1,2, 2000.000000,19528.138672
1,2, 1666.666626,18863.320312
1,2, 1428.571411,16440.326172
1,2, 1250.000000,16087.551758
1,2, 1111.111084,15665.949219
1,2, 1000.000000,13800.737305
1,2, 909.090881,12666.540039
1,2, 833.333313,12137.496094
1,2, 769.230774,11609.685547
1,2, 714.285706,10646.872070
1,2, 666.666687,9830.992188
1,2, 625.000000,9461.956055
1,2, 588.235291,9423.483398
1,2, 555.555542,8637.770508
1,2, 526.315796,8262.651367
1,2, 500.000000,5662.467285
1,2, 476.190491,4954.584961
1,2, 454.545441,3761.780762
1,2, 434.782623,2155.607178
1,2, 416.666656,315.713501
1,2, 400.000000,259.433533
1,3, 10000.000000,44334.878906
1,3, 5000.000000,29382.589844
1,3, 3333.333252,23795.636719
1,3, 2500.000000,22893.357422
1,3, 2000.000000,19549.785156
1,3, 1666.666626,19295.166016
1,3, 1428.571411,17618.835938
1,3, 1250.000000,17466.212891
1,3, 1111.111084,16823.228516
1,3, 1000.000000,16401.158203
1,3, 909.090881,15979.960938
1,3, 833.333313,15323.250977
1,3, 769.230774,14640.990234
1,3, 714.285706,11414.631836
1,3, 666.666687,10986.340820
1,3, 625.000000,10187.652344
1,3, 588.235291,9900.332031
1,4, 10000.000000,27142.283203
1,4, 5000.000000,19232.164062
1,4, 3333.333252,18751.007812
1,4, 2500.000000,15949.208008
1,4, 2000.000000,13502.050781
1,4, 1666.666626,13362.971680
1,4, 1428.571411,13358.167969
1,4, 1250.000000,10341.583984
1,4, 1111.111084,9646.733398
1,4, 1000.000000,8729.335938
1,4, 909.090881,5651.657715
1,4, 833.333313,5470.251953
1,5, 10000.000000,34533.179688
1,5, 5000.000000,31962.621094
1,5, 3333.333252,25665.898438
1,5, 2500.000000,23843.412109
1,5, 2000.000000,22853.958984
1,5, 1666.666626,18325.871094
1,5, 1428.571411,17780.560547
1,5, 1250.000000,16881.156250
1,5, 1111.111084,15815.357422
1,5, 1000.000000,13878.517578
1,5, 909.090881,12534.580078
1,5, 833.333313,12315.736328
1,5, 769.230774,11313.003906
1,5, 714.285706,11146.020508
1,5, 666.666687,8721.989258
1,5, 625.000000,8431.625000
1,5, 588.235291,8373.235352
1,5, 555.555542,6745.763184
1,5, 526.315796,6374.909180
1,5, 500.000000,4323.102051
1,5, 476.190491,2944.459473
1,5, 454.545441,2525.428223
1,5, 434.782623,2512.128662
1,6, 10000.000000,29122.843750
1,6, 5000.000000,29077.015625
1,6, 3333.333252,25400.095703
1,6, 2500.000000,24913.949219
1,6, 2000.000000,20419.068359
1,6, 1666.666626,18084.007812
1,6, 1428.571411,17424.531250
1,6, 1250.000000,15227.545898
1,6, 1111.111084,13644.982422
1,6, 1000.000000,13135.081055
1,6, 909.090881,10192.065430
1,6, 833.333313,8466.487305
1,6, 769.230774,7911.454102
1,6, 714.285706,7410.974121
1,7, 10000.000000,32226.457031
1,7, 5000.000000,22301.546875
1,7, 3333.333252,22005.000000
1,7, 2500.000000,19430.568359
1,7, 2000.000000,18908.609375
1,7, 1666.666626,15905.565430
1,7, 1428.571411,15690.211914
1,7, 1250.000000,15175.650391
1,7, 1111.111084,14675.209961
1,7, 1000.000000,14629.734375
1,7, 909.090881,14027.129883
1,7, 833.333313,13567.934570
1,7, 769.230774,12447.026367
1,7, 714.285706,12270.535156
1,7, 666.666687,11376.962891
1,7, 625.000000,8131.913574
1,7, 588.235291,6541.916504
1,7, 555.555542,6536.388672
1,7, 526.315796,4426.977539
1,7, 500.000000,4086.827148
1,7, 476.190491,2961.619629
1,7, 454.545441,1008.768372
1,8, 10000.000000,22864.623047
1,8, 5000.000000,22024.808594
1,8, 3333.333252,21190.464844
1,8, 2500.000000,20913.283203
1,8, 2000.000000,20087.066406
1,8, 1666.666626,19784.207031
1,8, 1428.571411,19729.322266
1,8, 1250.000000,19589.494141
1,8, 1111.111084,18275.171875
1,8, 1000.000000,15855.728516
1,8, 909.090881,15178.848633
1,8, 833.333313,14140.132812
1,8, 769.230774,14087.081055
1,8, 714.285706,13764.108398
1,8, 666.666687,13395.235352
1,8, 625.000000,12414.621094
1,8, 588.235291,6732.269531
1,8, 555.555542,3692.556885
1,8, 526.315796,787.091248
1,9, 10000.000000,31542.949219
1,9, 5000.000000,30360.808594
1,9, 3333.333252,25351.064453
1,9, 2500.000000,25205.843750
1,9, 2000.000000,21245.267578
1,9, 1666.666626,20593.523438
1,9, 1428.571411,20291.062500
1,9, 1250.000000,16405.177734
1,9, 1111.111084,15595.873047
1,9, 1000.000000,14581.823242
1,9, 909.090881,14335.768555
1,9, 833.333313,13199.362305
1,9, 769.230774,12129.017578
1,9, 714.285706,12061.315430
1,9, 666.666687,12010.083008
1,9, 625.000000,11970.414062
1,9, 588.235291,10822.967773
