event_id,item_id,sidx,loss
247542,13,-3,75000000
247542,13,-1,722.03
247542,14,-3,12000000
247542,14,-1,394.96
247542,15,-3,13000000
247542,15,-1,290.33
247542,16,-3,75000000
247542,16,-1,722.03
247542,17,-3,12000000
247542,17,-1,394.96
247542,18,-3,13000000
247542,18,-1,290.33
1212756,10,-3,75000000
1212756,10,-1,1563.49
1212756,10,1,73103.61
1212756,11,-3,12000000
1212756,11,-1,764.06
1212756,11,1,35271.64
1212756,12,-3,13000000
1212756,12,-1,592.78
1212756,12,1,22752.06
847466,1,-3,75000000
847466,1,-1,1771.93
847466,2,-3,12000000
847466,2,-1,1222.59
847466,3,-3,13000000
847466,3,-1,942.51
847466,4,-3,75000000
847466,4,-1,578.08
847466,5,-3,12000000
847466,5,-1,393.41
847466,6,-3,13000000
847466,6,-1,304.16
847466,7,-3,75000000
847466,7,-1,578.08
847466,8,-3,12000000
847466,8,-1,393.41
847466,9,-3,13000000
847466,9,-1,304.16
921543,1,-3,75000000
921543,1,-1,1771.93
921543,2,-3,12000000
921543,2,-1,1222.59
921543,3,-3,13000000
921543,3,-1,942.51
1241043,28,-3,75000000
1241043,28,-1,691.87
1241043,29,-3,12000000
1241043,29,-1,444.57
1241043,30,-3,13000000
1241043,30,-1,289.15
68839,19,-3,75000000
68839,19,-1,2526411.25
68839,19,1,240632.64
68839,20,-3,12000000
68839,20,-1,233824.75
68839,20,1,4560.57
68839,21,-3,13000000
68839,21,-1,365654.75
68839,21,1,162051.33
1127515,22,-3,75000000
1127515,22,-1,697.59
1127515,23,-3,12000000
1127515,23,-1,479.58
1127515,24,-3,13000000
1127515,24,-1,302.78
1127515,25,-3,75000000
1127515,25,-1,691.87
1127515,26,-3,12000000
1127515,26,-1,444.57
1127515,27,-3,13000000
1127515,27,-1,289.15
1127515,28,-3,75000000
1127515,28,-1,691.87
1127515,29,-3,12000000
1127515,29,-1,444.57
1127515,30,-3,13000000
1127515,30,-1,289.15
354057,22,-3,75000000
354057,22,-1,6444996
354057,22,1,14900357
354057,23,-3,12000000
354057,23,-1,671397.06
354057,23,1,1509331.75
354057,24,-3,13000000
354057,24,-1,963739.31
354057,24,1,2340359.25
440543,1,-3,75000000
440543,1,-1,1771.93
440543,2,-3,12000000
440543,2,-1,1222.59
440543,3,-3,13000000
440543,3,-1,942.51
440543,4,-3,75000000
440543,4,-1,578.08
440543,5,-3,12000000
440543,5,-1,393.41
440543,6,-3,13000000
440543,6,-1,304.16
440543,7,-3,75000000
440543,7,-1,578.08
440543,8,-3,12000000
440543,8,-1,393.41
440543,9,-3,13000000
