profile_id,calcrule_id,deductible1,deductible2,deductible3,attachment1,limit1,share1,share2,share3,step_id,calcrule_id,trigger_start,trigger_end,payout_start,payout_end,limit2,scale1,scale2
1,14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,28,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,1.000000,1.000000,0.000000,5000000.000000,0.029500,0.300000
3,28,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,1.000000,1.000000,0.000000,3000000.000000,0.029500,0.300000
4,28,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,1.000000,1.000000,0.000000,1000000.000000,0.029500,0.300000
5,28,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,1.000000,1.000000,0.000000,1000000.000000,0.029500,0.200000
6,28,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,1.000000,1.000000,0.000000,1000000.000000,0.029500,0.100000
7,28,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.300000,1.000000,0.000000,0.000000,0.029500,0.000000
7,28,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,0.300000,1.000000,1.000000,0.000000,0.000000,0.029500,0.000000
8,28,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
9,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
10,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,1.000000,1.000000,0.000000,3000000.000000,0.000000,0.128000
11,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,1.000000,1.000000,0.000000,5000000.000000,0.021000,0.143000
12,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,1.000000,1.000000,0.000000,5000000.000000,0.026000,0.183000
13,28,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,1.000000,1.000000,0.000000,5000000.000000,0.100000,0.300000
14,28,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.300000,1.000000,0.000000,0.000000,0.000000,0.000000
14,28,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,0.300000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
15,28,10000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,1.000000,1.000000,0.000000,1000000.000000,0.100000,0.100000
16,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.300000,1.000000,0.000000,0.000000,0.000000,0.000000
16,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,0.300000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
17,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.300000,0.700000,0.000000,0.000000,0.100000,0.000000
17,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,0.300000,1.000000,0.700000,0.000000,1000000.000000,0.100000,0.100000
18,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.300000,1.000000,0.000000,0.000000,0.100000,0.000000
18,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,0.300000,1.000000,1.000000,0.000000,1000000.000000,0.100000,0.300000
19,28,100000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,1.000000,1.000000,0.000000,5000000.000000,0.100000,0.300000
