event_id,output_id,sidx,loss
1,1,-3,935897.437500
1,1,-1,0.000000
1,1,1,207264.953125
1,1,2,294594.031250
1,1,3,435897.437500
1,2,-3,93589.750000
1,2,-1,0.000000
1,2,1,20726.496094
1,2,2,29459.402344
1,2,3,43589.746094
1,3,-3,46794.875000
1,3,-1,0.000000
1,3,1,10363.248047
1,3,2,14729.701172
1,3,3,21794.873047
1,4,-3,18717.949219
1,4,-1,0.000000
1,4,1,4145.299316
1,4,2,5891.880859
1,4,3,8717.949219
1,5,-3,935897.437500
1,5,-1,0.000000
1,5,1,207264.953125
1,5,2,294594.031250
1,5,3,435897.437500
1,6,-3,93589.750000
1,6,-1,0.000000
1,6,1,20726.496094
1,6,2,29459.402344
1,6,3,43589.746094
1,7,-3,46794.875000
1,7,-1,0.000000
1,7,1,10363.248047
1,7,2,14729.701172
1,7,3,21794.873047
1,8,-3,18717.949219
1,8,-1,0.000000
1,8,1,4145.299316
1,8,2,5891.880859
1,8,3,8717.949219
