event_id,output_id,sidx,loss
1,1,-3,20000000.00
1,1,-1,0.00
1,1,1,20000000.00
1,2,-3,20000000.00
1,2,-1,0.00
1,2,1,20000000.00
1,3,-3,11986933.00
1,3,-1,0.00
1,3,1,11986818.00
1,4,-3,3481574.75
1,4,-1,0.00
1,4,1,3481284.25
1,5,-3,75000000.00
1,5,-1,0.00
1,5,1,51940000.00
1,6,-3,28499996.00
1,6,-1,0.00
1,6,1,13499999.00
1,7,-3,575000.19
1,7,-1,0.00
1,7,1,371212.25
1,8,-3,15000000.00
1,8,-1,0.00
1,8,1,9500000.00
1,9,-3,79200008.00
1,9,-1,0.00
1,9,1,39600000.00
1,10,-3,31680000.00
1,10,-1,0.00
1,10,1,15840000.00
