event_id,output_id,sidx,loss
1,1,-3,28387.224609
1,1,-1,0.000000
1,1,1,38610.011719
1,2,-3,21414.921875
1,2,-1,0.000000
1,2,1,29126.849609
1,3,-3,59762.574219
1,3,-1,0.000000
1,3,1,81284.226562
1,4,-3,36521.574219
1,4,-1,0.000000
1,4,1,49673.695312
1,5,-3,146086.296875
1,5,-1,0.000000
1,5,1,198694.781250
1,6,-3,166007.156250
1,6,-1,0.000000
1,6,1,180846.421875
1,7,-3,94408.664062
1,7,-1,0.000000
1,7,1,0.000000
1,8,-3,50801.406250
1,8,-1,0.000000
1,8,1,69095.976562
1,9,-3,38323.867188
1,9,-1,0.000000
1,9,1,52125.031250
1,10,-3,106950.320312
1,10,-1,0.000000
1,10,1,145465.203125
1,11,-3,65358.531250
1,11,-1,0.000000
1,11,1,88895.406250
1,12,-3,261434.125000
1,12,-1,0.000000
1,12,1,355581.625000
1,13,-3,297084.218750
1,13,-1,0.000000
1,13,1,323640.437500
1,14,-3,168952.515625
1,14,-1,0.000000
1,14,1,0.000000
1,15,-3,38417.675781
1,15,-1,0.000000
1,15,1,52252.621094
1,16,-3,28981.753906
1,16,-1,0.000000
1,16,1,39418.640625
1,17,-3,80879.312500
1,17,-1,0.000000
1,17,1,110005.515625
1,18,-3,49426.246094
1,18,-1,0.000000
1,18,1,67225.593750
1,19,-3,197704.984375
1,19,-1,0.000000
1,19,1,268902.375000
1,20,-3,224664.750000
1,20,-1,0.000000
1,20,1,244747.390625
1,21,-3,127767.382812
1,21,-1,0.000000
1,21,1,0.000000
1,22,-3,78687.585938
1,22,-1,0.000000
1,22,1,107024.507812
1,23,-3,59360.804688
1,23,-1,0.000000
1,23,1,80737.781250
1,24,-3,165658.062500
1,24,-1,0.000000
1,24,1,225314.734375
1,25,-3,101235.476562
1,25,-1,0.000000
1,25,1,137692.328125
1,26,-3,404941.906250
1,26,-1,0.000000
1,26,1,550769.312500
1,27,-3,460161.281250
1,27,-1,0.000000
1,27,1,501294.812500
1,28,-3,261694.812500
1,28,-1,0.000000
1,28,1,0.000000
1,29,-3,63811.660156
1,29,-1,0.000000
1,29,1,86791.476562
1,30,-3,48138.617188
1,30,-1,0.000000
1,30,1,65474.269531
1,31,-3,134340.328125
1,31,-1,0.000000
1,31,1,182718.890625
1,32,-3,82096.867188
1,32,-1,0.000000
1,32,1,111661.546875
1,33,-3,328387.468750
1,33,-1,0.000000
1,33,1,446646.187500
1,34,-3,373167.593750
1,34,-1,0.000000
1,34,1,406524.843750
1,35,-3,212221.296875
1,35,-1,0.000000
1,35,1,0.000000
1,36,-3,42668.480469
1,36,-1,0.000000
1,36,1,58034.230469
1,37,-3,32188.500000
1,37,-1,0.000000
1,37,1,43780.203125
1,38,-3,89828.375000
1,38,-1,0.000000
1,38,1,122177.312500
1,39,-3,54895.117188
1,39,-1,0.000000
1,39,1,74663.914062
1,40,-3,219580.468750
1,40,-1,0.000000
1,40,1,298655.656250
1,41,-3,249523.265625
1,41,-1,0.000000
1,41,1,271828.031250
1,42,-3,141904.484375
1,42,-1,0.000000
1,42,1,0.000000
1,43,-3,19536.224609
1,43,-1,0.000000
1,43,1,29893.048828
1,44,-3,14737.853516
1,44,-1,0.000000
1,44,1,22550.894531
1,45,-3,41128.890625
1,45,-1,0.000000
1,45,1,62932.730469
1,46,-3,25134.322266
1,46,-1,0.000000
1,46,1,38458.890625
1,47,-3,100537.289062
1,47,-1,0.000000
1,47,1,153835.562500
