event_id,output_id,sidx,loss
1,1,-3,116142360.000000
1,1,-1,116142360.000000
1,1,1,116142360.000000
1,2,-3,18732640.000000
1,2,-1,18732640.000000
1,2,1,18732640.000000
1,3,-3,374652.750000
1,3,-1,374652.750000
1,3,1,374652.750000
1,4,-3,59422088.000000
1,4,-1,59422088.000000
1,4,1,59422088.000000
1,5,-3,16435896.000000
1,5,-1,16435896.000000
1,5,1,16435896.000000
1,6,-3,126429.984375
1,6,-1,126429.984375
1,6,1,126429.984375
1,7,-3,31439522.000000
1,7,-1,31439522.000000
1,7,1,31439522.000000
1,8,-3,6986560.500000
1,8,-1,6986560.500000
1,8,1,6986560.500000
1,9,-3,58221.343750
1,9,-1,58221.343750
1,9,1,58221.343750
1,10,-3,16708273.000000
1,10,-1,16708273.000000
1,10,1,16708273.000000
1,11,-3,1965679.125000
1,11,-1,1965679.125000
1,11,1,1965679.125000
1,12,-3,196567.937500
1,12,-1,196567.937500
1,12,1,196567.937500
1,13,-3,20251084.000000
1,13,-1,20251084.000000
1,13,1,20251084.000000
1,14,-3,8679036.000000
1,14,-1,8679036.000000
1,14,1,8679036.000000
1,15,-3,1735807.250000
1,15,-1,1735807.250000
1,15,1,1735807.250000
1,16,-3,12351807.000000
1,16,-1,12351807.000000
1,16,1,12351807.000000
1,17,-3,5293632.500000
1,17,-1,5293632.500000
1,17,1,5293632.500000
1,18,-3,173037.609375
1,18,-1,173037.609375
1,18,1,173037.609375
1,19,-3,62067.820312
1,19,-1,62067.820312
1,19,1,62067.820312
1,20,-3,5507236.000000
1,20,-1,5507236.000000
1,20,1,5507236.000000
1,21,-3,2202894.000000
1,21,-1,2202894.000000
1,21,1,2202894.000000
1,22,-3,25683180.000000
1,22,-1,25683180.000000
1,22,1,25683180.000000
1,23,-3,6420795.000000
1,23,-1,6420795.000000
1,23,1,6420795.000000
1,24,-3,2140265.000000
1,24,-1,2140265.000000
1,24,1,2140265.000000
1,25,-3,12858842.000000
1,25,-1,12858842.000000
1,25,1,12858842.000000
1,26,-3,6429421.000000
1,26,-1,6429421.000000
1,26,1,6429421.000000
1,27,-3,1285884.250000
1,27,-1,1285884.250000
1,27,1,1285884.250000
