event_id,output_id,sidx,loss
26,1,-3,483146.406250
26,1,-1,0.000000
26,1,1,0.000000
26,1,2,0.000000
26,1,3,2512.557617
26,1,4,0.000000
26,1,5,0.000000
26,1,6,0.000000
26,1,7,4582.294434
26,1,8,2705.046143
26,1,9,0.000000
26,1,10,1612.101685
26,1,11,0.000000
26,1,12,0.000000
26,1,13,2466.949219
26,1,14,0.000000
26,1,15,0.000000
26,1,16,246.013779
26,1,17,0.000000
26,1,18,233.766800
26,1,19,1303.647949
26,1,20,3949.649658
26,1,21,0.000000
26,1,22,4382.869629
26,1,23,0.000000
26,1,24,0.000000
26,1,25,2660.173340
26,1,26,261.598267
26,1,27,0.000000
26,1,28,30.672365
26,1,29,222.942200
26,1,30,0.000000
26,1,31,0.000000
26,1,32,5936.871094
26,1,33,4773.927734
26,1,34,0.000000
26,1,35,0.000000
26,1,36,0.000000
26,1,37,0.000000
26,1,38,0.000000
26,1,39,0.000000
26,1,40,0.000000
26,1,41,0.000000
26,1,42,6794.122070
26,1,43,0.000000
26,1,44,0.000000
26,1,45,0.000000
26,1,46,0.000000
26,1,47,0.000000
26,1,48,2217.987061
26,1,49,0.000000
26,1,50,0.000000
26,1,51,18860.851562
26,1,52,0.000000
26,1,53,0.000000
26,1,54,957.243225
26,1,55,0.000000
26,1,56,0.000000
26,1,57,0.000000
26,1,58,0.000000
26,1,59,2312.510254
26,1,60,8061.655273
26,1,61,0.000000
26,1,62,0.000000
26,1,63,51.306446
26,1,64,595.730591
26,1,65,0.000000
26,1,66,236.722275
26,1,67,6846.463379
26,1,68,7117.622070
26,1,69,0.000000
26,1,70,3997.160400
26,1,71,0.000000
26,1,72,1709.587036
26,1,73,7833.124512
26,1,74,0.000000
26,1,75,2524.520020
26,1,76,0.000000
26,1,77,953.462708
26,1,78,0.000000
26,1,79,0.000000
26,1,80,0.000000
26,1,81,0.000000
26,1,82,674.615051
26,1,83,0.000000
26,1,84,0.000000
26,1,85,0.000000
26,1,86,2335.349609
26,1,87,0.000000
26,1,88,434.226593
26,1,89,2510.800781
26,1,90,29.613869
26,1,91,811.826965
26,1,92,268.164856
26,1,93,0.000000
26,1,94,0.000000
26,1,95,0.000000
26,1,96,0.000000
26,1,97,0.000000
26,1,98,1944.923828
26,1,99,0.000000
26,1,100,1212.822388
26,2,-3,806994.000000
26,2,-1,659.208008
26,2,1,1073.532227
26,2,2,0.000000
26,2,3,5937.595703
26,2,4,703.240723
26,2,5,0.000000
26,2,6,0.000000
26,2,7,9387.157227
26,2,8,6258.410156
26,2,9,1516.467285
26,2,10,4436.835938
26,2,11,0.000000
26,2,12,785.116211
26,2,13,5861.582031
26,2,14,0.000000
26,2,15,60.422852
26,2,16,2160.022949
26,2,17,0.000000
26,2,18,2139.611328
26,2,19,3922.746582
26,2,20,8332.749023
26,2,21,0.000000
26,2,22,9054.782227
26,2,23,1047.036133
26,2,24,0.000000
26,2,25,6183.622070
26,2,26,2185.997070
26,2,27,347.085693
26,2,28,1801.120605
26,2,29,2121.570312
26,2,30,854.931152
26,2,31,1137.718750
26,2,32,11644.785156
26,2,33,9706.545898
26,2,34,0.000000
26,2,35,1647.372070
26,2,36,1201.815918
26,2,37,1678.047852
26,2,38,0.000000
26,2,39,0.000000
26,2,40,1126.272461
26,2,41,54.973145
26,2,42,13073.536133
26,2,43,0.000000
26,2,44,1127.436035
26,2,45,0.000000
26,2,46,0.000000
26,2,47,0.000000
26,2,48,5446.645020
26,2,49,140.804199
26,2,50,711.031250
26,2,51,33184.750000
26,2,52,1675.168457
26,2,53,0.000000
26,2,54,3345.405273
26,2,55,0.000000
26,2,56,0.000000
26,2,57,351.879395
26,2,58,0.000000
26,2,59,5604.183594
26,2,60,15186.091797
26,2,61,0.000000
26,2,62,0.000000
26,2,63,1835.510742
26,2,64,2742.884277
26,2,65,734.323730
26,2,66,2144.537109
26,2,67,13160.771484
26,2,68,13612.703125
26,2,69,1088.822266
26,2,70,8411.933594
26,2,71,375.027344
26,2,72,4599.311523
26,2,73,14805.207031
26,2,74,1733.793457
26,2,75,5957.533203
26,2,76,0.000000
26,2,77,3339.104492
26,2,78,465.914795
26,2,79,0.000000
26,2,80,0.000000
26,2,81,0.000000
26,2,82,2874.358398
26,2,83,46.707031
26,2,84,0.000000
26,2,85,0.000000
26,2,86,5642.249023
26,2,87,0.000000
26,2,88,2473.710938
26,2,89,5934.667969
26,2,90,1799.356445
26,2,91,3103.044922
26,2,92,2196.941406
26,2,93,864.121094
26,2,94,0.000000
26,2,95,0.000000
26,2,96,0.000000
26,2,97,1163.272949
26,2,98,4991.539551
26,2,99,1031.901855
26,2,100,3771.370605
42,1,-3,622545.875000
42,1,-1,2574.630371
42,1,1,11187.377930
42,1,2,4996.019531
42,1,3,20.004932
42,1,4,13625.133789
42,1,5,3367.761475
42,1,6,1250.887573
42,1,7,0.000000
42,1,8,22216.884766
42,1,9,16773.572266
42,1,10,5145.324707
42,1,11,5118.491211
42,1,12,20595.585938
42,1,13,12942.764648
42,1,14,0.000000
42,1,15,634.620728
42,1,16,0.000000
42,1,17,3154.801025
42,1,18,9885.377930
42,1,19,18870.568359
42,1,20,7903.622559
42,1,21,17333.353516
42,1,22,2984.829590
42,1,23,10497.257812
42,1,24,3398.810303
42,1,25,5404.141602
42,1,26,3291.634766
42,1,27,3513.488281
42,1,28,19825.636719
42,1,29,14453.463867
42,1,30,35071.144531
42,1,31,22639.974609
42,1,32,4256.764648
42,1,33,4716.906738
42,1,34,6909.049316
42,1,35,8681.487305
42,1,36,252.120422
42,1,37,27712.058594
42,1,38,7100.614258
42,1,39,5943.396484
42,1,40,15812.880859
42,1,41,4342.230469
42,1,42,6426.836914
42,1,43,876.393799
42,1,44,22243.050781
42,1,45,4703.004883
42,1,46,6009.470215
42,1,47,10743.056641
42,1,48,21875.082031
42,1,49,8960.522461
42,1,50,9171.003906
42,1,51,6096.418457
42,1,52,11329.558594
42,1,53,3890.211426
42,1,54,10766.091797
42,1,55,6832.967285
42,1,56,23027.710938
42,1,57,5082.993164
42,1,58,3284.335693
42,1,59,3932.639160
42,1,60,1820.576172
42,1,61,3414.086914
42,1,62,2408.512207
42,1,63,19755.748047
42,1,64,6092.036133
42,1,65,32598.707031
42,1,66,13125.729492
42,1,67,14297.663086
42,1,68,6828.167969
42,1,69,3662.482178
42,1,70,7078.137695
42,1,71,17702.378906
42,1,72,3009.254883
42,1,73,5997.886230
42,1,74,18429.806641
42,1,75,3961.616699
42,1,76,1895.461304
42,1,77,2616.174072
42,1,78,5400.800781
42,1,79,1744.087524
42,1,80,4030.394775
42,1,81,11104.104492
42,1,82,11750.083008
42,1,83,419.073944
42,1,84,9139.576172
42,1,85,54419.328125
42,1,86,15000.587891
42,1,87,5211.144531
42,1,88,4997.753906
