event_id,item_id,sidx,loss
1,1,-2,0
1,1,-1,0
1,1,1,4121000.8
1,2,-2,0
1,2,-1,0
1,2,1,7374889.6
1,3,-2,0
1,3,-1,0
1,3,1,5577131.2
1,4,-2,0
1,4,-1,0
1,4,1,11423152.8
1,5,-2,0
1,5,-1,0
1,5,1,9263600.8
1,6,-2,0
1,6,-1,0
1,6,1,6194224.8
1,7,-2,0
1,7,-1,0
1,7,1,3190604.4
1,8,-2,0
1,8,-1,0
1,8,1,10874263.5
1,9,-2,0
1,9,-1,0
1,9,1,3286479.6
1,10,-2,0
1,10,-1,0
1,10,1,445109.1
1,11,-2,0
1,11,-1,0
1,11,1,762057.4
1,12,-2,0
1,12,-1,0
1,12,1,394722.5
1,13,-2,0
1,13,-1,0
1,13,1,5928222.3
1,14,-2,0
1,14,-1,0
1,14,1,1603875.7
1,15,-2,0
1,15,-1,0
1,15,1,923537.3
1,16,-2,0
1,16,-1,0
1,16,1,1004449.5
1,17,-2,0
1,17,-1,0
1,17,1,840925.5
1,18,-2,0
1,18,-1,0
1,18,1,416915.4
1,19,-2,0
1,19,-1,0
1,19,1,2954263.6
1,20,-2,0
1,20,-1,0
1,20,1,2082027.6
1,21,-2,0
1,21,-1,0
1,21,1,1225812.8
1,22,-2,0
1,22,-1,0
1,22,1,139711.2
1,23,-2,0
1,23,-1,0
1,23,1,110664
1,24,-2,0
1,24,-1,0
1,24,1,0
1,25,-2,0
1,25,-1,0
1,25,1,0
1,26,-2,0
1,26,-1,0
1,26,1,214653.5
1,27,-2,0
1,27,-1,0
1,27,1,0
1,28,-2,0
1,28,-1,0
1,28,1,0
1,29,-2,0
1,29,-1,0
1,29,1,32660.4
1,30,-2,0
1,30,-1,0
1,30,1,0
1,31,-2,0
1,31,-1,0
1,31,1,0
1,32,-2,0
1,32,-1,0
1,32,1,2626101
1,33,-2,0
1,33,-1,0
1,33,1,0
1,34,-2,0
1,34,-1,0
1,34,1,0
1,35,-2,0
1,35,-1,0
1,35,1,25348.2
1,36,-2,0
1,36,-1,0
1,36,1,0
1,37,-2,0
1,37,-1,0
1,37,1,0
1,38,-2,0
1,38,-1,0
1,38,1,2091647.6
1,39,-2,0
1,39,-1,0
1,39,1,0
1,40,-2,0
1,40,-1,0
1,40,1,0
1,41,-2,0
1,41,-1,0
1,41,1,14775.6
1,42,-2,0
1,42,-1,0
1,42,1,0
1,43,-2,0
1,43,-1,0
1,43,1,0
1,44,-2,0
1,44,-1,0
1,44,1,90000
1,45,-2,0
1,45,-1,0
1,45,1,766819.83
1,46,-2,0
1,46,-1,0
1,46,1,0
1,47,-2,0
1,47,-1,0
1,47,1,467279.4
1,48,-2,0
1,48,-1,0
1,48,1,0
1,49,-2,0
1,49,-1,0
1,49,1,0
1,50,-2,0
1,50,-1,0
1,50,1,163795.5
1,51,-2,0
1,51,-1,0
1,51,1,0
1,52,-2,0
1,52,-1,0
1,52,1,4074919.5
1,53,-2,0
1,53,-1,0
1,53,1,551925
1,54,-2,0
1,54,-1,0
1,54,1,0
