layer_id,level_id,agg_id,profile_id
 1, 1, 1, 2
 1, 1, 2, 1
 1, 1, 3, 1
 1, 1, 4, 1
 1, 1, 5, 1
 1, 1, 6, 1
 1, 1, 7, 2
 1, 1, 8, 1
 1, 1, 9, 2
 1, 1, 10, 1
 1, 1, 11, 1
 1, 1, 12, 2
 1, 1, 13, 1
 1, 1, 14, 2
 1, 1, 15, 1
 1, 1, 16, 3
 1, 1, 17, 1
 1, 1, 18, 1
 1, 1, 19, 1
 1, 1, 20, 1
 1, 1, 21, 1
 1, 1, 22, 3
 1, 1, 23, 1
 1, 1, 24, 3
 1, 1, 25, 1
 1, 1, 26, 1
 1, 1, 27, 3
 1, 1, 28, 1
 1, 1, 29, 3
 1, 1, 30, 1
 1, 1, 31, 4
 1, 1, 32, 1
 1, 1, 33, 1
 1, 1, 34, 1
 1, 1, 35, 1
 1, 1, 36, 1
 1, 1, 37, 4
 1, 1, 38, 1
 1, 1, 39, 4
 1, 1, 40, 1
 1, 1, 41, 1
 1, 1, 42, 4
 1, 1, 43, 1
 1, 1, 44, 4
 1, 1, 45, 1
 1, 1, 46, 5
 1, 1, 47, 1
 1, 1, 48, 1
 1, 1, 49, 1
 1, 1, 50, 1
 1, 1, 51, 1
 1, 1, 52, 5
 1, 1, 53, 1
 1, 1, 54, 5
 1, 1, 55, 1
 1, 1, 56, 1
 1, 1, 57, 5
 1, 1, 58, 1
 1, 1, 59, 5
 1, 1, 60, 1
