event_id,output_id,sidx,loss
1,1,-3,13370117.00
1,1,-1,0.00
1,1,1,187369.00
1,1,2,990379.00
1,1,3,1927224.00
1,1,4,1994141.50
1,1,5,2127976.50
1,1,6,3934749.00
1,1,7,4001666.50
1,1,8,6009191.50
1,2,-3,0.00
1,2,-1,0.00
1,3,-3,0.00
1,3,-1,0.00
1,4,-3,0.00
1,4,-1,0.00
1,5,-3,13370117.00
1,5,-1,0.00
1,5,1,187369.00
1,5,2,990379.00
1,5,3,1927224.00
1,5,4,1994141.50
1,5,5,2127976.50
1,5,6,3934749.00
1,5,7,4001666.50
1,5,8,6009191.50
1,6,-3,0.00
1,6,-1,0.00
1,7,-3,0.00
1,7,-1,0.00
1,8,-3,0.00
1,8,-1,0.00
1,9,-3,11314205.00
1,9,-1,0.00
1,9,1,187369.00
1,9,2,990379.00
1,9,3,1927224.00
1,9,4,1994141.50
1,9,5,2127976.50
1,9,6,3934749.00
1,9,7,4001666.50
1,9,8,5651955.00
1,10,-3,0.00
1,10,-1,0.00
1,11,-3,0.00
1,11,-1,0.00
1,12,-3,0.00
1,12,-1,0.00
1,13,-3,11314205.00
1,13,-1,0.00
1,13,1,172956.00
1,13,2,914196.00
1,13,3,1778976.00
1,13,4,1840746.00
1,13,5,1964286.00
1,13,6,3632076.00
1,13,7,3693846.00
1,13,8,5546946.00
1,14,-3,0.00
1,14,-1,0.00
1,15,-3,0.00
1,15,-1,0.00
1,16,-3,0.00
1,16,-1,0.00
1,17,-3,11313176.00
1,17,-1,0.00
1,17,1,158543.00
1,17,2,838013.00
1,17,3,1630728.00
1,17,4,1687350.50
1,17,5,1800595.50
1,17,6,3329403.00
1,17,7,3386025.50
1,17,8,5084700.50
1,18,-3,0.00
1,18,-1,0.00
1,19,-3,0.00
1,19,-1,0.00
1,20,-3,0.00
1,20,-1,0.00
1,21,-3,10284705.00
1,21,-1,0.00
1,21,1,144130.00
1,21,2,761830.00
1,21,3,1482480.00
1,21,4,1533955.00
