744678,28,-3,750000.00
744678,28,-1,797634.94
744678,29,-3,120000.00
744678,29,-1,83092.34
744678,30,-3,130000.00
744678,30,-1,119272.71
744678,31,-3,562500.00
744678,31,-1,502815.38
744678,32,-3,375000.00
744678,32,-1,224089.52
744678,33,-3,90000.00
744678,33,-1,50993.38
744678,34,-3,60000.00
744678,34,-1,22726.20
744678,35,-3,97500.00
744678,35,-1,74614.71
744678,36,-3,65000.00
744678,36,-1,33253.51
744678,37,-3,562500.00
744678,37,-1,695199.88
744678,37,1,1231210.00
744678,38,-3,375000.00
744678,38,-1,309829.47
744678,38,1,820806.62
744678,39,-3,90000.00
744678,39,-1,72421.33
744678,39,1,118954.52
744678,40,-3,60000.00
744678,40,-1,32275.99
744678,40,1,79303.01
744678,41,-3,97500.00
744678,41,-1,103955.30
744678,41,1,149835.39
744678,42,-3,65000.00
744678,42,-1,46329.72
744678,42,1,99890.26
