event_id,output_id,sidx,loss
1,1,-3,28108816.00
1,1,-1,0.00
1,1,1,28108816.00
1,2,-3,4533680.00
1,2,-1,0.00
1,2,1,4533680.00
1,3,-3,90673.60
1,3,-1,0.00
1,3,1,90673.60
1,4,-3,17046638.00
1,4,-1,0.00
1,4,1,17046638.00
1,5,-3,4715027.50
1,5,-1,0.00
1,5,1,4715027.50
1,6,-3,36269.44
1,6,-1,0.00
1,6,1,36269.44
1,7,-3,9792749.00
1,7,-1,0.00
1,7,1,9792749.00
1,8,-3,2176166.50
1,8,-1,0.00
1,8,1,2176166.50
1,9,-3,18134.72
1,9,-1,0.00
1,9,1,18134.72
1,10,-3,3082902.50
1,10,-1,0.00
1,10,1,3082902.50
1,11,-3,362694.41
1,11,-1,0.00
1,11,1,362694.41
1,12,-3,36269.44
1,12,-1,0.00
1,12,1,36269.44
1,13,-3,66225032.00
1,13,-1,0.00
1,13,1,66225032.00
1,14,-3,28382156.00
1,14,-1,0.00
1,14,1,28382156.00
1,15,-3,5676431.00
1,15,-1,0.00
1,15,1,5676431.00
1,16,-3,19867510.00
1,16,-1,0.00
1,16,1,19867510.00
1,17,-3,8514647.00
1,17,-1,0.00
1,17,1,8514647.00
1,18,-3,527506.94
1,18,-1,0.00
1,18,1,527506.94
1,19,-3,189214.38
1,19,-1,0.00
1,19,1,189214.38
1,20,-3,14191078.00
1,20,-1,0.00
1,20,1,14191078.00
1,21,-3,5676431.00
1,21,-1,0.00
1,21,1,5676431.00
1,22,-3,59400000.00
1,22,-1,0.00
1,22,1,59400000.00
1,23,-3,14850000.00
1,23,-1,0.00
1,23,1,14850000.00
1,24,-3,4950000.00
1,24,-1,0.00
1,24,1,4950000.00
1,25,-3,19800000.00
1,25,-1,0.00
1,25,1,19800000.00
1,26,-3,9900000.00
1,26,-1,0.00
1,26,1,9900000.00
1,27,-3,1980000.00
1,27,-1,0.00
1,27,1,1980000.00
