event_id,output_id,sidx,loss
1,1,-3,20863334.00
1,1,-1,0.00
1,1,1,20863334.00
1,2,-3,3365053.75
1,2,-1,0.00
1,2,1,3365053.75
1,3,-3,67301.08
1,3,-1,0.00
1,3,1,67301.08
1,4,-3,12652604.00
1,4,-1,0.00
1,4,1,12652604.00
1,5,-3,3499656.00
1,5,-1,0.00
1,5,1,3499656.00
1,6,-3,26920.43
1,6,-1,0.00
1,6,1,26920.43
1,7,-3,7268517.00
1,7,-1,0.00
1,7,1,7268517.00
1,8,-3,1615226.00
1,8,-1,0.00
1,8,1,1615226.00
1,9,-3,13460.22
1,9,-1,0.00
1,9,1,13460.22
1,10,-3,2288236.75
1,10,-1,0.00
1,10,1,2288236.75
1,11,-3,269204.31
1,11,-1,0.00
1,11,1,269204.31
1,12,-3,26920.43
1,12,-1,0.00
1,12,1,26920.43
1,13,-3,49154504.00
1,13,-1,0.00
1,13,1,49154504.00
1,14,-3,21066216.00
1,14,-1,0.00
1,14,1,21066216.00
1,15,-3,4213243.00
1,15,-1,0.00
1,15,1,4213243.00
1,16,-3,14746352.00
1,16,-1,0.00
1,16,1,14746352.00
1,17,-3,6319865.00
1,17,-1,0.00
1,17,1,6319865.00
1,18,-3,391533.88
1,18,-1,0.00
1,18,1,391533.88
1,19,-3,140441.44
1,19,-1,0.00
1,19,1,140441.44
1,20,-3,10533108.00
1,20,-1,0.00
1,20,1,10533108.00
1,21,-3,4213243.00
1,21,-1,0.00
1,21,1,4213243.00
1,22,-3,44088732.00
1,22,-1,0.00
1,22,1,44088732.00
1,23,-3,11022183.00
1,23,-1,0.00
1,23,1,11022183.00
1,24,-3,3674060.75
1,24,-1,0.00
1,24,1,3674060.75
1,25,-3,14696243.00
1,25,-1,0.00
1,25,1,14696243.00
1,26,-3,7348121.50
1,26,-1,0.00
1,26,1,7348121.50
1,27,-3,1469624.38
1,27,-1,0.00
1,27,1,1469624.38
