744678,28,-3,750000.00
744678,28,-1,797634.94
744678,29,-3,120000.00
744678,29,-1,83092.34
744678,30,-3,130000.00
744678,30,-1,119272.71
744678,31,-3,562500.00
744678,31,-1,516530.69
744678,31,1,623.82
744678,32,-3,375000.00
744678,32,-1,230202.03
744678,32,1,415.88
744678,33,-3,90000.00
744678,33,-1,52384.32
744678,34,-3,60000.00
744678,34,-1,23346.10
744678,35,-3,97500.00
744678,35,-1,76649.98
744678,36,-3,65000.00
744678,36,-1,34160.57
744678,37,-3,562500.00
744678,37,-1,681527.25
744678,37,1,1230698.00
744678,38,-3,375000.00
744678,38,-1,303736.00
744678,38,1,820465.38
744678,39,-3,90000.00
744678,39,-1,70997.01
744678,39,1,118905.05
744678,40,-3,60000.00
744678,40,-1,31641.21
744678,40,1,79270.03
744678,41,-3,97500.00
744678,41,-1,101910.79
744678,41,1,149773.08
744678,42,-3,65000.00
744678,42,-1,45418.54
744678,42,1,99848.72
