profile_id,calcrule_id,deductible1,deductible2,deductible3,attachment1,limit1,share1,share2,share3
1, 10, 0.000000, 0.000000, 1000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2, 12, 10000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3, 12, 500000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4, 2, 4000000.000000, 0.000000, 0.000000, 0.000000, 400000000.000000, 0.100000, 0.000000, 0.000000
5, 1, 4000000.000000, 0.000000, 0.000000, 0.000000, 1000000.000000, 0.000000, 0.000000, 0.000000
6, 12, 1500000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
7, 12, 1000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
8, 14, 0.000000, 0.000000, 0.000000, 0.000000, 75000000.000000, 0.000000, 0.000000, 0.000000
9, 8, 0.000000, 1000000.000000, 0.000000, 0.000000, 2000000.000000, 0.000000, 0.000000, 0.000000
10, 14, 0.000000, 0.000000, 0.000000, 0.000000, 2000000.000000, 0.000000, 0.000000, 0.000000
11, 2, 1000000.000000, 0.000000, 0.000000, 0.000000, 400000000.000000, 0.100000, 0.000000, 0.000000
12, 2, 4000000.000000, 0.000000, 0.000000, 0.000000, 1000000.000000, 0.100000, 0.000000, 0.000000
13, 12, 5000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
14, 1, 1000000.000000, 0.000000, 0.000000, 0.000000, 1000000.000000, 0.000000, 0.000000, 0.000000
15, 8, 0.000000, 1000000.000000, 0.000000, 0.000000, 1000000.000000, 0.000000, 0.000000, 0.000000
16, 14, 0.000000, 0.000000, 0.000000, 0.000000, 12000000.000000, 0.000000, 0.000000, 0.000000
17, 2, 0.000000, 0.000000, 0.000000, 0.000000, 400000000.000000, 0.100000, 0.000000, 0.000000
18, 2, 1000000.000000, 0.000000, 0.000000, 0.000000, 1000000.000000, 0.100000, 0.000000, 0.000000
19, 12, 2000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
20, 12, 100000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
21, 11, 0.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22, 14, 0.000000, 0.000000, 0.000000, 0.000000, 1000000.000000, 0.000000, 0.000000, 0.000000
23, 10, 0.000000, 0.000000, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
24, 12, 50000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
25, 12, 4000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
26, 2, 0.000000, 0.000000, 0.000000, 0.000000, 100000000.000000, 0.100000, 0.000000, 0.000000
27, 2, 0.000000, 0.000000, 0.000000, 0.000000, 1000000.000000, 0.100000, 0.000000, 0.000000
28, 2, 1000000.000000, 0.000000, 0.000000, 0.000000, 100000000.000000, 0.100000, 0.000000, 0.000000
29, 14, 0.000000, 0.000000, 0.000000, 0.000000, 100000.000000, 0.000000, 0.000000, 0.000000
30, 11, 0.000000, 1000000.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
31, 14, 0.000000, 0.000000, 0.000000, 0.000000, 13000000.000000, 0.000000, 0.000000, 0.000000
32, 12, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
