event_id,item_id,sidx,loss
744678,22,-3,75000000
744678,22,-1,6444996
744678,22,1,21967.77
744678,22,2,49891328
744678,22,3,41192.49
744678,22,5,21222844
744678,22,6,43916.26
744678,22,8,6423285.5
744678,23,-3,12000000
744678,23,-1,671397.06
744678,23,2,4874851.5
744678,23,5,2094352.75
744678,23,8,716998.12
744678,24,-3,13000000
744678,24,-1,963739.31
744678,24,2,6041468.5
744678,24,3,8481.16
744678,24,5,3100380.25
744678,24,6,10017.99
744678,24,8,1371324.25
744678,25,-3,75000000
744678,25,-1,4884673.5
744678,25,1,23045.49
744678,25,3,4911237.5
744678,25,5,755457.56
744678,25,6,7878889
744678,26,-3,12000000
744678,26,-1,495382.62
744678,26,3,550542.62
744678,26,5,68154.97
744678,26,6,837874.31
744678,27,-3,13000000
744678,27,-1,724855.5
744678,27,3,1182832
744678,27,5,371020.06
744678,27,6,1585889
744678,28,-3,75000000
744678,28,-1,6444996
744678,28,1,45465152
744678,28,2,12140443
744678,28,4,135758.36
744678,28,5,64356948
744678,28,6,779809.19
744678,28,7,22462.92
744678,29,-3,12000000
744678,29,-1,671397.06
744678,29,1,4392658.5
744678,29,2,1274714.88
744678,29,4,8785.6
744678,29,5,6930152
744678,29,6,91551.3
744678,30,-3,13000000
744678,30,-1,963739.31
744678,30,1,5533003
744678,30,2,2080099.88
744678,30,4,127188.68
744678,30,5,8183371
744678,30,6,387573.38
