profile_id,calcrule_id,deductible1,deductible2,deductible3,attachment1,limit1,share1,share2,share3,step_id,calcrule_id,trigger_start,trigger_end,payout_start,payout_end,limit2,scale1,scale2
1,14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,27,0.000000,0.000000,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,1,0.000000,0.150000,0.050000,0.000000,0.000000,0.000000,0.000000
2,27,0.000000,0.000000,0.000000,0.000000,3000000.000000,0.000000,0.000000,0.000000,2,0.150000,0.300000,0.150000,0.000000,0.000000,0.000000,0.000000
2,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.300000,1.000000,1.000000,0.000000,600000.000000,0.000000,0.150000
3,27,0.000000,0.000000,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,1,0.000000,0.150000,0.050000,0.000000,0.000000,0.000000,0.000000
3,27,0.000000,0.000000,0.000000,0.000000,3000000.000000,0.000000,0.000000,0.000000,2,0.150000,0.300000,0.150000,0.000000,0.000000,0.000000,0.000000
3,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.300000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
4,27,0.000000,0.000000,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,1,0.000000,0.150000,0.050000,0.000000,0.000000,0.000000,0.000000
4,27,0.000000,0.000000,0.000000,0.000000,2000000.000000,0.000000,0.000000,0.000000,2,0.150000,0.300000,0.100000,0.000000,0.000000,0.000000,0.000000
4,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.300000,1.000000,0.700000,0.000000,0.000000,0.000000,0.000000
5,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0.300000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000
6,27,0.000000,0.000000,0.000000,0.000000,3000000.000000,0.000000,0.000000,0.000000,1,0.000000,0.150000,0.150000,0.000000,3000000.000000,0.000000,0.128000
6,27,0.000000,0.000000,0.000000,0.000000,3000000.000000,0.000000,0.000000,0.000000,2,0.150000,0.300000,0.150000,0.000000,3000000.000000,0.000000,0.128000
6,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.300000,1.000000,1.000000,0.000000,3000000.000000,0.000000,0.128000
7,27,0.000000,0.000000,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,1,0.000000,0.150000,0.050000,0.000000,5000000.000000,0.021000,0.143000
7,27,0.000000,0.000000,0.000000,0.000000,3000000.000000,0.000000,0.000000,0.000000,2,0.150000,0.300000,0.150000,0.000000,5000000.000000,0.021000,0.143000
7,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,0.300000,1.000000,1.000000,0.000000,5000000.000000,0.021000,0.143000
8,27,0.000000,0.000000,0.000000,0.000000,1000000.000000,0.000000,0.000000,0.000000,1,0.000000,0.150000,0.050000,0.000000,5000000.000000,0.026000,0.183000
